33	17	9	13
2	40	40	7
10	34	36	46
36	1	6	15
15	14	46	6
2	41	42	3
4	6	44	33
10	50	15	40
7	26	47	21
24	27	13	10
5	12	47	34
15	19	35	42
36	15	35	33
10	6	8	25
14	16	21	6
13	11	25	17
9	5	9	26
19	49	32	43
11	30	22	1
46	41	45	18
15	30	9	35
24	4	43	37
23	2	16	31
40	35	45	30
7	40	37	9
28	41	22	10
3	31	1	25
48	11	17	48
34	9	42	27
8	27	23	22
26	22	43	36
24	25	6	38
44	5	38	6
24	14	23	31
7	42	5	41
47	31	29	37
34	26	2	45
5	18	4	14
21	23	47	42
40	34	42	30
12	42	15	48
13	11	44	31
45	24	16	9
48	10	49	39
47	4	12	8
18	28	14	23
43	43	46	20
8	7	30	40
47	30	15	31
18	9	24	39
4	24	36	34
33	23	8	22
29	20	46	16
4	28	6	46
31	17	49	14
13	47	10	27
49	40	29	19
19	12	33	9
17	11	25	41
2	5	44	38
4	7	16	4
16	50	13	30
19	1	44	27
15	14	41	39
2	14	18	11
19	49	44	34
40	4	39	1
35	50	42	2
47	44	38	50
42	12	37	17
16	34	23	34
41	4	28	33
6	47	50	1
49	24	45	46
24	49	31	42
48	29	12	28
8	22	27	11
25	3	23	36
40	50	11	9
10	30	34	48
14	33	20	10
25	1	29	39
6	9	17	13
20	9	34	26
49	19	50	29
10	16	13	14
28	40	38	18
48	41	36	23
3	20	29	45
47	8	49	47
23	21	24	27
6	19	15	45
33	14	50	47
1	27	41	37
46	7	19	20
48	11	34	5
40	2	4	16
22	21	20	22
20	14	42	17
4	30	21	23
39	31	17	46
42	22	20	22
36	4	18	10
50	11	6	8
11	49	20	26
45	13	50	20
21	21	14	29
26	49	27	45
41	14	48	27
13	32	16	3
3	11	48	13
12	46	33	19
31	34	3	41
41	50	11	37
7	34	40	45
4	46	5	41
2	8	4	40
29	3	5	12
1	42	34	12
47	15	4	14
19	6	7	4
50	43	24	33
43	41	5	7
15	39	42	22
47	38	41	1
44	29	40	35
9	10	43	37
48	2	48	38
8	7	6	42
11	16	48	18
8	43	35	16
41	40	39	18
13	34	3	9
14	30	22	16
31	20	18	18
29	43	29	29
50	22	34	43
40	34	36	9
7	44	13	16
10	47	22	47
7	48	2	28
8	23	32	33
39	43	6	40
28	19	41	50
9	48	11	30
19	3	36	50
43	7	33	4
27	11	40	9
17	45	15	4
34	41	48	44
32	49	39	30
28	9	48	19
17	3	40	39
27	11	23	35
29	36	45	5
19	14	8	39
48	45	20	10
2	2	33	27
22	8	40	37
19	8	10	34
18	48	41	32
30	4	30	1
42	33	34	20
16	40	5	6
6	10	46	19
9	48	9	32
19	25	31	24
38	1	8	48
49	16	20	29
21	27	44	44
13	22	44	31
34	10	24	39
23	24	41	8
45	43	49	44
47	10	16	8
13	28	6	50
13	33	9	41
35	33	33	18
31	39	4	38
35	33	15	41
6	7	4	22
30	18	26	14
37	46	13	32
16	26	31	36
48	33	2	1
44	20	28	27
16	25	44	41
1	4	45	7
28	27	31	23
21	20	18	2
39	37	48	7
24	28	15	35
19	13	33	50
16	6	22	6
16	25	22	12
9	28	42	11
50	10	11	43
21	34	13	10
29	35	19	34
48	3	45	18
9	6	49	19
17	21	48	14
42	13	37	45
46	11	10	28
42	35	12	31
15	19	2	27
1	11	4	48
46	18	22	35
17	10	22	31
50	22	11	12
31	21	24	17
8	13	30	5
45	23	23	25
2	15	6	31
7	10	25	32
1	6	12	30
25	27	3	13
28	11	43	5
27	38	40	50
30	4	30	15
30	24	20	37
35	31	38	18
17	41	46	7
13	20	8	38
23	9	48	31
42	23	38	22
14	20	36	31
39	46	12	9
34	16	9	1
24	22	41	17
7	33	34	36
6	36	26	15
34	6	18	47
6	16	14	6
29	29	50	28
19	36	9	11
21	1	7	11
34	44	27	21
25	25	46	45
25	14	9	1
31	13	19	19
47	13	15	30
46	25	28	22
46	27	13	45
7	50	27	48
2	26	27	32
13	14	21	47
16	21	35	10
50	13	38	15
20	43	31	48
47	11	6	34
7	27	19	30
8	34	7	46
44	6	21	40
37	8	15	5
22	34	20	29
16	43	3	12
39	5	50	17
4	1	26	5
39	7	38	45
20	50	11	38
38	34	7	8
26	43	15	28
14	20	31	41
15	44	41	10
48	42	24	44
12	13	47	11
4	16	32	2
43	9	42	27
42	8	46	16
31	10	25	47
19	17	21	8
20	19	1	29
48	31	24	47
10	47	30	7
41	1	1	45
16	40	34	40
9	50	25	42
9	47	1	10
31	30	23	1
4	21	48	29
35	10	8	46
19	25	48	14
31	24	25	24
18	26	32	31
1	39	38	5
23	16	37	18
41	33	9	44
41	8	44	37
23	36	44	15
14	22	26	28
37	9	39	9
21	23	40	17
45	49	31	38
18	37	9	46
23	9	29	10
17	33	20	46
10	24	24	26
42	14	50	18
43	47	46	50
7	7	24	37
43	5	10	20
26	7	49	19
21	44	38	42
26	40	37	47
31	16	27	9
50	41	25	36
37	29	42	28
5	7	34	14
48	49	43	30
34	2	17	23
34	25	29	10
49	23	37	23
28	3	38	29
20	13	2	5
45	44	46	26
5	25	47	9
7	22	16	5
34	47	26	6
44	23	38	27
41	2	36	22
19	17	43	10
29	23	5	4
31	49	4	46
40	36	32	23
16	7	32	25
44	30	23	18
19	35	39	16
12	22	26	7
21	11	21	32
27	16	9	45
10	9	13	44
20	50	21	24
34	5	43	35
8	47	39	2
44	24	19	38
20	36	49	26
46	29	32	12
34	37	12	14
21	35	49	41
7	6	41	18
34	13	26	40
41	46	37	27
25	7	35	50
29	30	30	5
36	13	47	32
9	46	13	27
9	2	36	38
18	9	1	43
29	50	45	44
31	31	2	42
20	33	47	11
24	25	15	9
36	25	37	42
24	33	30	35
45	45	7	20
24	19	10	4
43	50	22	5
46	24	50	12
11	11	26	8
37	16	23	16
45	28	36	17
46	6	3	7
8	31	39	39
1	40	16	22
11	35	16	31
14	48	35	30
5	17	26	27
24	28	44	5
47	20	8	5
23	9	48	49
35	6	16	24
12	44	24	46
1	25	2	18
16	42	22	8
10	19	44	42
36	2	30	17
8	13	16	43
6	5	25	33
1	34	46	31
15	29	28	20
17	18	18	12
18	18	8	3
24	28	28	29
3	27	7	23
12	9	42	5
41	10	26	13
17	15	7	12
12	35	12	43
13	44	40	36
46	44	42	50
36	41	1	12
49	13	40	6
39	40	20	23
46	19	20	14
34	25	39	38
16	37	50	1
30	35	31	41
11	49	18	50
21	7	49	20
37	19	38	3
16	16	6	19
6	23	3	3
29	16	40	27
38	29	47	14
33	45	40	30
50	38	13	3
50	43	9	27
13	50	10	1
48	24	21	29
2	22	33	35
5	21	11	1
28	37	10	32
22	43	19	1
43	38	13	35
37	46	31	5
9	31	24	1
15	14	42	32
9	8	3	5
15	38	11	29
31	11	30	40
21	29	50	17
38	22	45	13
9	44	12	8
42	44	33	19
34	37	12	11
46	41	17	19
16	18	3	28
28	19	18	33
47	22	3	26
11	38	33	4
29	24	42	45
25	39	24	12
7	14	18	43
15	21	50	28
25	35	30	36
27	3	19	1
18	17	13	42
1	3	25	31
17	42	36	13
1	45	29	35
3	38	47	44
29	25	39	17
33	14	9	13
45	21	15	39
1	37	32	45
7	25	43	3
6	40	24	40
22	36	34	46
17	5	9	42
22	48	35	44
11	36	28	38
5	36	3	39
16	45	13	41
39	39	11	35
42	5	4	41
45	17	36	16
26	11	4	31
14	5	23	12
3	29	38	1
34	18	6	26
9	34	26	14
9	2	26	14
21	20	44	45
2	19	17	30
31	12	45	38
22	17	22	26
38	14	6	7
24	22	14	13
48	22	25	49
24	33	44	18
3	15	33	2
47	48	21	12
19	10	47	40
41	37	12	41
34	29	21	9
2	35	32	15
4	25	10	4
26	9	37	35
6	31	9	37
48	42	47	5
27	39	36	48
46	22	39	10
23	23	31	10
21	35	42	17
2	17	14	30
14	47	28	17
14	44	39	12
21	26	27	13
4	39	4	18
47	35	12	27
47	14	41	30
9	49	36	42
47	25	22	22
46	42	30	35
20	31	16	35
15	35	30	49
47	36	4	12
42	32	25	7
22	45	7	7
47	44	50	41
12	3	50	2
16	10	50	37
32	40	29	48
24	33	48	2
27	19	14	50
22	34	31	50
21	12	15	33
35	15	11	38
18	49	9	22
50	8	2	24
13	40	9	29
6	7	42	18
13	1	15	42
14	39	8	8
46	22	11	46
46	47	50	30
45	13	37	26
25	3	43	14
17	32	29	40
39	39	30	34
24	4	9	21
37	29	35	16
39	11	47	8
5	48	44	26
20	9	43	12
43	17	13	29
24	50	29	34
15	6	46	29
44	38	24	37
20	23	24	4
31	39	10	17
27	30	24	39
8	33	19	46
22	41	11	26
36	39	31	26
48	41	50	7
40	10	47	28
33	31	2	30
8	31	24	42
14	32	43	39
20	24	37	37
13	16	28	46
44	26	33	50
6	50	32	4
7	33	6	29
21	22	28	35
16	26	36	18
41	16	36	38
4	12	35	13
9	8	21	41
22	6	28	26
50	37	44	3
42	25	23	5
9	10	28	36
40	45	31	11
10	46	2	45
2	48	6	39
43	16	24	24
7	48	10	31
41	45	1	5
50	27	4	19
35	45	8	22
11	3	36	39
24	43	22	19
7	50	10	44
11	46	17	42
9	12	3	38
12	34	36	18
39	6	20	23
39	12	31	23
45	26	4	40
10	2	47	36
30	5	45	35
19	39	15	8
23	36	18	41
33	50	44	9
50	3	41	30
43	45	11	5
14	2	27	32
15	8	32	45
8	1	13	34
9	34	34	47
14	43	10	18
14	24	38	28
50	28	36	41
38	19	46	8
26	21	48	41
12	13	8	12
32	42	35	50
6	36	40	28
29	29	30	1
7	6	19	22
5	1	3	39
24	27	31	41
2	33	27	29
21	43	24	1
14	31	9	14
2	1	8	27
20	47	2	12
14	39	39	19
38	34	47	13
18	14	38	18
27	30	24	46
7	40	43	41
48	3	20	23
3	37	44	37
28	13	9	27
19	34	34	23
49	2	50	14
48	41	34	31
39	35	32	7
42	38	23	47
4	50	17	17
47	18	26	17
5	27	22	19
18	1	50	50
46	24	17	45
38	1	7	13
3	15	19	15
36	46	8	9
29	39	2	17
32	49	35	19
17	2	3	24
45	21	39	14
19	40	29	26
33	24	17	50
14	12	21	32
3	4	18	26
40	11	13	43
36	18	33	11
28	48	11	19
16	32	28	46
13	44	5	31
25	8	9	44
6	7	1	41
39	40	13	1
10	49	13	22
29	30	7	16
46	43	10	3
8	2	34	9
11	23	23	47
13	37	19	20
24	40	32	6
37	6	48	12
30	45	23	19
17	40	25	15
17	34	4	46
44	6	5	20
26	40	20	18
39	26	43	20
41	40	16	8
40	40	39	49
23	33	45	18
3	30	6	32
42	38	8	23
25	48	35	50
32	31	35	35
18	25	15	10
29	17	6	38
23	43	15	19
33	37	14	15
35	36	18	8
46	47	5	44
35	31	43	26
41	46	16	2
21	33	35	44
13	14	9	34
50	4	23	48
33	15	34	2
2	39	6	18
35	23	46	17
28	43	46	34
42	47	21	41
13	39	29	45
32	49	24	11
37	19	40	42
34	24	33	23
25	23	37	29
8	29	47	2
14	29	7	30
19	42	40	21
21	19	47	13
8	43	31	40
19	7	20	20
40	12	27	13
5	10	35	25
28	32	13	18
1	50	14	42
21	48	9	45
12	21	31	13
19	6	32	8
4	6	4	11
11	49	44	9
40	13	36	34
29	9	28	25
12	34	49	28
6	24	43	49
44	4	42	23
41	43	5	20
17	47	6	28
35	45	42	44
8	10	7	21
41	27	46	24
4	40	17	29
12	6	34	16
18	7	10	11
42	3	1	4
24	48	28	8
12	22	45	2
14	2	7	7
31	38	30	36
2	41	32	34
29	17	23	40
48	9	19	34
24	36	32	14
33	24	13	2
6	9	30	39
2	28	49	8
17	13	2	20
18	20	28	40
45	2	10	40
6	7	45	49
43	35	40	35
37	48	24	10
24	33	6	14
20	4	31	6
43	24	6	27
49	46	9	33
30	49	8	5
29	2	50	26
27	38	9	49
23	21	12	28
15	27	31	7
2	14	27	17
9	18	25	47
6	13	48	1
14	12	30	22
31	7	3	3
1	32	11	1
30	45	28	26
21	43	17	50
23	42	16	44
2	14	24	12
50	33	20	13
39	30	35	9
7	20	28	46
37	29	18	45
26	36	43	17
25	46	34	36
5	49	1	4
23	39	25	23
26	8	34	5
37	33	22	8
19	28	2	4
48	11	7	38
4	50	8	29
32	50	3	5
40	49	29	16
42	4	6	33
35	25	34	28
39	8	33	1
35	31	15	20
21	18	45	36
28	39	6	10
25	1	32	44
40	2	49	20
27	30	32	45
35	40	6	15
25	29	27	12
36	12	3	45
18	22	34	30
46	19	15	20
48	2	34	10
23	6	4	17
6	7	9	40
19	13	10	3
1	30	6	40
14	46	48	8
39	42	49	6
47	12	34	49
24	50	7	50
48	38	47	36
27	4	7	8
3	16	33	33
37	8	30	23
49	37	5	13
21	23	18	22
24	1	19	38
50	6	20	48
48	14	16	28
50	6	39	27
13	43	48	21
50	37	32	2
41	40	11	5
38	48	10	46
35	22	42	44
25	48	14	40
50	18	3	29
27	23	33	39
2	19	42	7
27	36	29	7
28	48	20	25
1	7	27	25
27	15	1	2
6	30	33	11
32	28	26	22
25	34	13	28
29	46	26	20
1	22	38	45
31	27	4	19
44	35	25	23
2	15	19	35
17	30	4	7
36	19	16	45
21	34	1	31
36	43	49	19
8	21	41	30
37	50	9	43
13	10	18	18
37	40	18	41
36	40	29	45
19	15	9	42
36	39	12	16
36	12	20	13
32	34	32	47
7	30	17	13
13	33	39	43
1	22	40	47
32	46	15	40
16	42	27	1
23	17	43	35
21	39	31	42
37	20	41	40
28	35	24	22
31	38	50	39
34	16	37	36
42	50	26	5
18	29	48	36
35	38	21	14
26	45	19	10
46	3	10	48
33	17	5	5
24	20	20	26
3	20	26	11
30	23	35	19
42	48	12	39
50	19	36	37
33	32	33	43
39	22	19	18
5	44	22	34
44	39	34	16
36	45	24	42
10	18	4	44
17	49	19	44
47	4	34	30
7	11	5	20
4	50	1	23
13	49	44	3
46	34	26	3
48	10	11	31
33	49	31	29
46	35	27	9
26	26	23	29
32	13	38	6
40	14	39	32
22	12	8	11
46	16	13	41
31	27	12	5
28	40	23	13
36	30	36	29
6	3	26	3
29	44	23	36
50	42	23	40
23	43	34	36
20	1	29	39
43	8	16	12
28	13	14	28
25	2	9	8
41	45	49	24
47	42	49	33
30	42	26	50
16	9	30	4
2	35	18	20
5	24	22	26
3	11	18	28
38	6	49	46
31	9	2	43
38	38	12	48
28	30	43	50
47	11	42	42
10	21	12	44
6	30	44	16
9	42	49	38
50	10	20	44
31	16	2	25
16	5	15	46
33	34	42	11
39	28	11	13
6	45	16	13
39	19	1	50
11	14	49	5
27	50	27	36
37	21	37	43
44	26	1	40
31	27	27	25
4	30	8	43
35	34	49	29
50	30	10	9
4	37	27	42
2	24	15	12
41	22	37	25
26	34	20	11
37	5	3	14
33	41	31	10
17	42	20	31
27	15	16	14
29	17	9	16
6	11	9	50
23	35	34	46
35	42	49	13
3	46	18	15
48	45	41	7
22	48	2	2
15	30	2	15
14	2	5	19
19	14	40	46
21	19	26	13
33	20	11	18
11	10	50	22
49	35	27	43
48	20	2	36
13	5	41	24
38	5	37	1
24	5	8	32
5	38	20	19
49	15	16	32
39	48	43	6
24	6	28	19
46	24	47	21
33	13	37	19
32	9	9	16
3	9	13	37
20	27	44	28
15	26	16	8
24	48	9	8
40	19	18	8
10	37	7	21
10	47	29	28
15	31	5	31
15	30	4	43
25	16	49	7
28	25	16	45
34	38	29	44
48	2	47	28
17	40	5	43
44	31	39	24
4	34	31	3
47	22	33	18
32	10	24	16
43	26	33	9
28	3	7	46
45	24	2	36
7	37	12	35
39	36	14	11
13	17	30	48
4	9	16	2
31	25	35	27
32	34	5	23
46	33	45	22
11	4	3	22
38	42	21	3
49	16	43	17
8	19	15	13
5	42	49	8
14	36	9	35
17	15	32	30
9	21	22	45
38	29	50	4
14	13	35	9
19	29	30	33
7	5	36	49
12	48	48	15
42	34	28	11
3	42	42	6
23	27	34	44
15	48	1	42
23	32	38	48
36	35	44	20
18	47	45	10
1	38	41	47
1	12	1	21
27	24	1	30
39	6	5	46
46	48	27	31
3	3	15	47
2	27	1	14
37	14	24	18
16	33	24	40
23	8	33	21
49	19	36	30
24	28	39	39
26	26	23	35
48	2	2	14
17	46	28	34
23	26	34	3
4	11	8	48
18	45	32	29
46	5	39	14
42	15	15	20
39	50	8	14
39	12	18	27
42	24	30	9
12	19	30	46
41	41	43	50
7	34	22	19
8	24	39	48
8	6	23	28
43	45	27	38
37	35	45	25
45	15	22	42
47	47	26	34
35	4	48	11
27	36	16	21
38	41	50	6
6	8	25	10
25	20	29	42
35	8	17	5
46	7	10	19
11	25	26	20
21	14	33	40
5	13	14	25
33	36	31	50
21	34	42	35
41	40	20	20
39	22	48	47
47	48	21	26
31	30	13	12
49	17	29	11
40	26	3	31
7	43	13	18
21	33	28	26
29	49	19	2
41	9	46	28
12	36	30	48
35	9	38	35
13	17	5	1
24	6	33	30
19	19	17	26
34	48	48	20
41	44	40	20
24	40	44	43
50	43	41	6
28	39	6	14
11	41	44	35
10	30	18	25
40	2	9	12
2	10	21	50
30	34	18	35
20	29	50	27
39	43	13	6
17	24	1	5
23	1	46	47
15	23	49	11
5	7	45	27
11	9	22	21
43	29	23	36
31	10	41	10
7	11	34	27
48	35	37	29
48	45	6	45
45	14	49	39
4	46	38	6
16	35	50	8
20	8	50	32
6	32	48	20
50	46	20	45
32	29	27	23
13	35	8	36
6	29	25	28
47	21	29	45
44	23	14	44
9	6	47	5
21	31	18	26
19	50	48	47
33	2	35	9
7	21	41	3
2	46	14	18
12	34	46	9
50	12	33	40
21	16	28	28
43	23	28	29
47	48	10	39
16	25	3	48
41	21	14	12
17	26	4	20
10	25	8	14
19	10	10	11
8	9	19	31
46	37	50	13
49	21	49	49
50	48	21	40
23	29	26	20
23	7	36	5
9	30	9	3
10	22	29	27
42	10	20	15
48	2	37	12
30	17	15	15
18	21	19	48
5	49	7	16
30	50	23	47
32	42	28	49
35	10	10	21
4	6	14	20
23	3	24	50
30	4	38	36
14	38	26	20
40	37	49	22
30	38	20	9
42	32	41	19
10	25	30	27
19	9	16	36
41	27	18	29
30	28	18	1
24	19	12	2
21	1	5	32
49	21	41	11
42	31	45	6
47	21	47	14
28	25	14	20
48	15	13	48
44	14	9	46
48	7	40	8
8	49	47	20
13	35	24	36
27	20	5	43
23	34	33	35
31	5	8	45
24	29	16	14
10	40	3	19
2	11	33	9
48	18	46	33
5	8	34	5
21	48	47	2
9	35	32	48
15	3	23	21
38	50	8	37
42	24	48	16
25	10	50	1
2	39	44	11
44	45	13	34
10	34	10	32
28	48	22	30
23	42	31	47
49	49	26	32
49	50	18	14
33	47	13	50
36	26	48	18
24	25	34	17
36	37	36	44
24	29	23	38
41	37	42	22
50	25	16	6
47	9	29	38
16	35	3	2
15	18	45	36
26	47	32	40
37	37	21	14
39	30	12	22
37	1	33	15
36	7	14	22
4	33	17	17
29	12	11	31
14	28	32	24
25	20	19	18
16	45	32	24
47	8	50	13
7	5	5	6
38	17	41	28
15	37	10	50
5	37	36	41
20	44	6	47
17	47	11	45
20	38	32	40
35	41	18	43
13	9	31	43
24	13	43	13
38	17	46	50
2	20	23	21
12	22	34	18
9	27	50	28
27	8	4	37
4	42	6	35
14	35	43	42
34	35	5	41
26	14	2	19
22	8	46	16
19	36	36	2
13	50	6	9
7	36	29	41
38	21	14	29
4	48	5	15
21	47	35	14
7	47	40	38
32	15	16	48
47	36	11	30
3	39	40	17
49	45	50	34
1	33	16	31
15	33	49	50
15	37	34	35
23	45	26	41
6	7	26	35
35	3	33	2
43	1	15	44
28	10	18	35
49	40	49	17
6	6	8	41
43	28	33	16
42	39	21	48
10	40	29	12
15	45	26	16
33	43	27	38
11	15	32	26
12	42	14	1
33	10	31	4
2	48	49	43
7	29	7	4
45	30	36	4
18	33	1	33
38	19	47	3
9	12	44	46
28	15	1	16
44	14	10	3
14	32	10	35
26	36	6	50
16	3	5	12
17	17	41	19
27	46	27	7
14	40	29	35
16	10	42	3
15	14	9	27
40	46	33	12
41	30	40	35
24	27	28	30
6	18	19	38
2	35	25	32
16	26	41	25
20	20	47	19
29	36	30	26
39	28	9	32
50	36	34	36
44	19	39	17
33	34	21	43
11	48	27	46
14	44	11	5
11	29	20	8
35	37	22	42
2	50	21	26
46	31	37	48
46	40	5	41
34	38	16	10
21	16	25	6
32	24	35	5
40	33	11	16
33	33	49	5
22	47	29	8
34	26	6	16
40	7	5	18
3	32	44	3
5	16	16	15
13	40	7	29
19	8	16	14
15	14	20	6
10	12	42	46
37	39	2	25
37	45	29	10
48	29	27	38
16	45	25	49
23	6	1	23
18	20	48	1
20	26	11	15
45	22	22	31
33	46	13	10
5	41	36	22
25	45	19	23
42	38	15	4
35	32	36	33
22	48	28	12
40	9	42	36
21	16	28	7
38	25	20	38
42	21	3	17
44	40	49	14
31	19	44	36
12	39	27	21
9	41	14	21
27	22	26	43
12	28	17	40
26	36	46	7
7	45	36	4
31	37	46	11
3	12	36	20
18	34	33	19
42	7	29	18
34	30	43	14
35	34	9	9
18	17	28	31
7	7	14	45
2	40	1	22
33	33	20	41
21	19	4	21
46	32	5	37
39	45	20	9
8	42	39	21
45	7	49	2
23	23	18	7
34	40	50	22
5	41	7	38
1	24	39	16
35	13	5	43
49	46	29	33
44	5	21	6
17	26	22	39
31	40	7	47
46	16	32	21
19	28	48	31
21	14	43	42
36	31	11	46
28	34	47	36
41	23	34	21
47	40	34	17
30	20	28	13
30	4	30	20
2	28	30	25
17	50	22	36
5	27	42	47
43	27	36	20
4	22	32	14
5	4	11	35
37	5	32	16
13	49	17	12
11	31	48	15
35	18	14	41
2	44	40	27
28	23	5	35
13	38	38	36
47	8	46	49
36	21	18	44
27	47	11	45
44	9	10	29
23	20	1	11
29	14	32	27
26	37	40	44
35	36	50	40
50	22	36	45
20	37	43	17
19	6	20	46
42	49	8	5
11	23	34	30
25	43	17	28
3	13	1	31
18	35	25	11
40	7	8	18
11	41	50	15
46	18	18	28
40	33	12	26
