1000			
673	498	16	C
681	771	8	D
2005	1264	32	A
877	911	2	B
1836	1309	2	C
403	1060	32	D
1847	1031	4	A
933	517	2	B
1496	1513	8	C
364	591	4	D
1053	888	2	A
1659	829	8	B
1597	306	32	C
2047	1500	4	D
676	262	16	A
1844	1179	16	B
791	1519	16	C
278	1059	4	D
399	1407	4	A
544	808	4	B
1244	1132	4	C
2041	1075	2	D
1556	921	2	A
1718	927	8	B
1777	1460	16	C
2048	272	32	D
920	720	8	A
1295	418	2	B
1986	591	16	C
1630	798	2	D
301	1420	32	A
1681	505	32	B
1829	405	4	C
205	1246	8	D
1747	1066	16	A
276	1416	16	B
917	1018	32	C
296	1067	16	D
1477	1315	16	A
1829	929	16	B
1712	973	8	C
2008	707	2	D
1995	505	8	A
1003	811	2	B
633	965	2	C
779	310	4	D
524	1373	16	A
708	1493	16	B
1905	438	4	C
481	157	16	D
1670	379	4	A
1574	686	16	B
168	1475	2	C
1181	1007	32	D
1724	653	32	A
229	1390	8	B
122	629	16	C
770	1144	16	D
1439	410	4	A
580	242	32	B
1587	617	4	C
269	1175	32	D
184	1140	16	A
323	1470	4	B
835	1240	8	C
1272	1460	8	D
1203	887	8	A
1986	1189	2	B
2027	315	4	C
2010	1188	16	D
1385	795	8	A
1551	1328	2	B
2043	1520	32	C
727	1252	4	D
604	331	32	A
1574	1232	16	B
1289	506	4	C
1230	759	32	D
494	734	16	A
575	241	16	B
1469	505	8	C
1450	995	4	D
705	699	32	A
432	551	16	B
1840	1320	4	C
1249	1112	2	D
981	306	16	A
699	1347	8	B
603	880	16	C
844	1461	32	D
796	988	8	A
666	1432	8	B
1038	657	4	C
1119	354	8	D
156	948	32	A
1588	561	32	B
1398	497	8	C
1923	1442	32	D
1600	819	2	A
1316	120	16	B
632	700	2	C
1790	1098	2	D
1355	1535	32	A
935	1314	2	B
652	490	32	C
846	426	8	D
1136	894	8	A
750	372	2	B
1428	724	8	C
102	1168	16	D
1878	911	16	A
1947	1029	32	B
572	307	32	C
668	1509	4	D
1210	1345	8	A
230	518	2	B
1611	1344	16	C
748	261	16	D
247	104	32	A
1771	1279	32	B
1311	1054	32	C
463	586	32	D
162	307	32	A
1809	1100	16	B
1388	386	2	C
1900	328	32	D
1578	996	2	A
891	1426	16	B
1719	1177	8	C
1446	1265	32	D
1238	654	4	A
1987	300	16	B
1792	941	32	C
814	1169	4	D
1245	724	16	A
1337	1450	16	B
1314	388	8	C
1601	1395	2	D
1626	595	16	A
1221	1008	4	B
1718	149	16	C
894	300	4	D
895	708	8	A
1246	1116	32	B
1284	796	2	C
1147	798	8	D
847	1035	32	A
1751	385	16	B
309	1280	32	C
831	581	32	D
666	297	8	A
410	259	2	B
198	1126	8	C
703	1340	2	D
1037	260	4	A
1518	1176	32	B
119	1124	16	C
663	645	32	D
1124	1475	16	A
1873	1028	4	B
1020	804	4	C
279	716	2	D
1410	839	16	A
1856	119	4	B
1052	1027	2	C
1549	1052	32	D
261	412	2	A
1204	235	8	B
1277	524	8	C
715	1180	4	D
747	642	8	A
1771	1240	16	B
147	1335	4	C
1231	1066	2	D
1489	770	2	A
738	1146	32	B
1203	1365	16	C
314	185	8	D
1213	262	2	A
1102	1310	2	B
1609	740	16	C
537	1060	32	D
733	993	16	A
207	549	32	B
1413	447	32	C
966	860	8	D
1513	1443	4	A
1260	356	32	B
1796	800	2	C
557	876	16	D
1967	1033	4	A
1966	214	32	B
216	327	16	C
962	463	32	D
1851	614	16	A
1881	782	4	B
482	1137	2	C
1883	1260	4	D
353	1476	8	A
1612	318	16	B
652	189	8	C
1477	179	32	D
1808	1227	4	A
679	1077	16	B
733	1176	16	C
946	758	32	D
1112	385	16	A
1781	1170	8	B
1979	570	2	C
366	1172	16	D
966	1414	2	A
842	217	2	B
1003	376	32	C
1811	1112	4	D
901	106	4	A
682	1360	2	B
1344	502	2	C
444	269	8	D
1765	651	16	A
1192	242	4	B
837	132	32	C
1574	1360	8	D
272	1162	8	A
422	381	4	B
207	958	4	C
854	549	2	D
915	1463	32	A
1100	1520	16	B
1255	964	2	C
1161	1226	4	D
1126	162	4	A
1118	1019	8	B
1574	267	8	C
481	786	4	D
952	1465	4	A
191	196	16	B
731	164	32	C
1611	1080	2	D
1934	1476	8	A
294	1152	4	B
759	1265	16	C
694	565	8	D
1401	248	4	A
1944	1257	8	B
1983	155	4	C
1395	836	16	D
1113	506	4	A
1492	694	8	B
105	123	32	C
125	249	4	D
280	1484	8	A
1648	488	2	B
644	1222	2	C
175	932	8	D
138	1227	32	A
2045	275	2	B
1532	1175	4	C
1771	333	8	D
1403	1458	4	A
1476	957	2	B
1927	171	32	C
1768	272	2	D
1928	1260	8	A
775	1123	2	B
897	1079	2	C
515	877	2	D
1666	537	4	A
295	163	16	B
540	1279	32	C
1485	322	4	D
731	524	4	A
461	1047	2	B
376	1434	32	C
211	1412	2	D
1745	404	32	A
1136	1267	2	B
1281	742	16	C
2018	329	16	D
1185	1043	16	A
1550	711	32	B
1658	1505	32	C
1750	538	32	D
965	298	16	A
1777	1226	8	B
917	1125	16	C
898	1360	4	D
447	1381	4	A
437	228	16	B
609	807	4	C
446	489	8	D
860	1225	4	A
1401	207	16	B
1664	1514	2	C
1421	403	2	D
886	149	16	A
1121	957	8	B
354	298	2	C
985	973	2	D
1918	398	32	A
543	1254	8	B
1235	167	4	C
310	630	2	D
1171	1424	8	A
415	1506	16	B
785	1330	8	C
1685	131	8	D
734	649	8	A
786	154	16	B
1911	923	8	C
1221	1077	16	D
334	383	8	A
700	1162	16	B
992	726	8	C
104	1372	32	D
1847	1400	4	A
952	426	2	B
879	834	16	C
1841	1227	32	D
1069	240	8	A
1769	785	32	B
324	951	16	C
779	802	8	D
1711	1354	4	A
1674	1159	8	B
788	686	16	C
102	911	8	D
416	773	4	A
852	1272	32	B
1027	1500	16	C
1939	1519	32	D
1904	551	4	A
1732	1313	16	B
1743	586	2	C
996	279	16	D
1450	439	4	A
265	1094	8	B
1721	462	32	C
1472	266	4	D
230	1536	16	A
745	566	16	B
227	191	2	C
636	483	16	D
382	989	16	A
1109	736	8	B
1706	547	4	C
1353	106	16	D
1774	461	8	A
951	1317	2	B
151	1249	4	C
1815	749	8	D
1611	985	4	A
467	354	32	B
198	377	8	C
754	648	32	D
1567	1082	8	A
803	577	16	B
373	194	2	C
1948	1287	16	D
239	1460	4	A
1476	892	4	B
2006	678	4	C
1258	1379	2	D
235	135	2	A
1555	344	4	B
1456	886	4	C
1809	1097	32	D
1783	640	2	A
1151	833	32	B
144	414	8	C
1913	747	8	D
185	1080	32	A
1725	1150	2	B
1607	261	8	C
1500	1231	2	D
374	1429	8	A
1696	892	4	B
184	1160	2	C
1250	1416	4	D
1644	1099	4	A
1290	304	16	B
571	712	4	C
1364	771	2	D
1054	766	32	A
897	431	16	B
988	331	8	C
1319	984	4	D
681	948	16	A
1194	924	32	B
1561	431	16	C
1300	1006	2	D
541	378	32	A
846	1001	2	B
1666	1233	8	C
291	1001	2	D
1597	1411	2	A
418	1040	16	B
815	160	32	C
743	1218	4	D
268	277	4	A
784	825	4	B
1524	636	4	C
2031	141	8	D
1380	1227	2	A
1829	605	32	B
1034	876	4	C
1169	990	4	D
1986	663	4	A
1230	310	32	B
1754	802	4	C
110	326	32	D
1677	272	2	A
389	234	16	B
408	303	32	C
875	1470	2	D
1515	1393	8	A
519	1198	16	B
488	459	4	C
1751	529	32	D
861	382	4	A
153	156	2	B
1408	1031	4	C
470	1322	32	D
230	704	8	A
148	1179	16	B
192	676	32	C
1596	370	2	D
416	879	8	A
706	1316	2	B
1465	1225	4	C
236	468	16	D
1013	541	2	A
1845	170	32	B
1937	1183	8	C
1284	456	4	D
452	127	4	A
1620	645	16	B
1021	325	32	C
404	1340	8	D
1058	917	2	A
360	443	2	B
1911	1494	4	C
1805	1086	2	D
1641	1304	4	A
1589	291	16	B
375	682	8	C
1412	913	32	D
1962	1197	4	A
751	998	8	B
633	277	4	C
719	406	16	D
1648	184	16	A
1191	1100	4	B
1010	108	16	C
1938	629	16	D
1207	681	4	A
116	107	4	B
1576	1151	4	C
928	1300	8	D
1795	791	8	A
897	174	8	B
644	361	32	C
1184	253	16	D
298	1144	32	A
771	1464	16	B
1296	798	8	C
1302	922	4	D
378	1414	32	A
1304	472	4	B
1392	1437	2	C
1477	729	16	D
357	219	2	A
311	172	16	B
1636	699	2	C
1561	778	4	D
1505	414	2	A
1091	215	16	B
1812	847	4	C
1447	387	2	D
978	718	4	A
427	1323	16	B
1365	275	16	C
807	679	32	D
1710	224	32	A
217	371	2	B
1156	889	32	C
174	1251	4	D
479	395	4	A
152	333	2	B
441	832	4	C
1832	406	8	D
206	1412	8	A
1415	710	16	B
474	534	2	C
1076	607	8	D
854	1005	2	A
859	1010	4	B
825	1376	8	C
2042	1365	16	D
2046	1078	32	A
1022	528	32	B
1613	1102	8	C
155	233	8	D
1475	244	16	A
624	1426	32	B
1059	1117	4	C
313	108	8	D
1844	851	32	A
1120	1009	4	B
1151	1186	2	C
1208	1299	8	D
1939	146	2	A
477	102	2	B
1697	934	4	C
1411	295	16	D
1641	242	2	A
188	546	8	B
2031	604	8	C
1901	780	2	D
275	940	4	A
904	1328	4	B
1241	149	16	C
1374	1405	32	D
1108	1433	8	A
1838	1342	2	B
167	249	4	C
1928	634	32	D
1279	1176	8	A
670	546	32	B
1308	1478	4	C
1834	556	4	D
1784	1224	32	A
1296	1357	16	B
618	1171	8	C
1318	1535	32	D
374	854	2	A
1515	854	8	B
583	560	4	C
1404	266	4	D
1162	1143	2	A
891	937	2	B
397	207	4	C
2023	783	2	D
651	754	4	A
819	727	2	B
1737	1514	4	C
1185	101	32	D
223	1389	2	A
894	457	32	B
393	1295	4	C
903	1215	4	D
1343	823	2	A
261	930	2	B
1525	1049	16	C
809	1282	32	D
644	1177	2	A
1202	433	16	B
1463	445	16	C
708	1481	8	D
331	1468	2	A
603	901	32	B
1815	1305	32	C
1896	318	2	D
1122	1441	8	A
556	1317	32	B
1821	1056	2	C
1681	712	32	D
320	1208	2	A
598	952	8	B
521	1518	4	C
1625	1215	8	D
1930	490	8	A
641	899	2	B
861	577	2	C
1174	505	8	D
689	1083	16	A
911	141	8	B
1505	1288	8	C
240	652	4	D
1345	279	16	A
608	250	32	B
472	731	16	C
1004	1012	16	D
1507	828	32	A
1492	1117	4	B
1518	377	8	C
1359	648	8	D
2009	390	8	A
995	1458	32	B
144	1521	2	C
141	545	2	D
112	1287	8	A
373	571	4	B
1475	658	2	C
1745	847	8	D
1127	537	16	A
1329	1088	32	B
1593	799	8	C
1482	1208	2	D
1350	1072	4	A
705	175	4	B
1757	1262	8	C
194	906	2	D
1123	597	32	A
1751	1340	2	B
163	362	16	C
1839	1443	2	D
784	1421	8	A
411	964	2	B
2028	249	32	C
1234	252	32	D
907	1393	4	A
1918	143	2	B
1184	779	2	C
1852	202	4	D
1463	1178	2	A
416	637	4	B
889	1330	4	C
1766	1392	32	D
184	1486	16	A
1684	687	32	B
1511	1429	8	C
1433	539	4	D
2045	739	2	A
1661	1535	2	B
1234	243	32	C
1638	761	8	D
520	1402	4	A
469	591	32	B
1380	617	16	C
554	374	4	D
1221	1123	8	A
721	1525	16	B
708	1274	32	C
235	414	32	D
589	713	16	A
1671	202	2	B
1595	889	4	C
2037	406	16	D
1318	1323	32	A
961	1055	2	B
1185	490	16	C
1798	1190	2	D
1289	1009	8	A
1976	987	2	B
1194	1034	4	C
960	1228	4	D
286	1474	32	A
428	457	8	B
1669	1421	32	C
734	892	4	D
555	1311	32	A
1898	1137	2	B
1630	1081	2	C
1762	241	8	D
566	1073	32	A
125	311	2	B
1917	1355	4	C
1906	105	2	D
928	1297	2	A
2016	142	2	B
726	1415	4	C
645	811	16	D
1948	198	4	A
1843	394	8	B
1366	281	2	C
1222	596	4	D
1517	412	8	A
1520	1044	16	B
1161	463	8	C
308	1122	16	D
1829	989	16	A
1715	1129	8	B
275	1355	32	C
1137	1344	8	D
746	1414	8	A
990	1385	8	B
801	899	4	C
433	324	8	D
883	722	4	A
771	344	16	B
1863	554	8	C
1605	193	2	D
410	411	2	A
761	1502	2	B
431	109	2	C
1637	754	32	D
1451	738	4	A
124	273	4	B
1499	341	4	C
479	1121	8	D
127	1124	2	A
665	386	2	B
2041	726	8	C
1675	866	4	D
300	1099	4	A
1540	792	8	B
1607	1427	16	C
340	695	16	D
846	1484	32	A
1108	1151	32	B
1501	395	16	C
1745	1467	8	D
969	535	2	A
1301	1029	8	B
1687	130	16	C
593	675	16	D
1115	262	16	A
1474	1517	32	B
755	755	32	C
1023	1232	8	D
874	822	2	A
484	1239	16	B
451	1277	16	C
944	1011	4	D
1808	1334	8	A
1183	173	4	B
664	711	16	C
1442	1199	8	D
150	1182	8	A
498	536	2	B
908	1161	32	C
794	870	8	D
1484	1082	16	A
1230	1082	32	B
613	998	32	C
1057	689	2	D
1289	1023	4	A
1118	125	8	B
1673	1370	32	C
435	919	32	D
729	1061	16	A
686	894	8	B
1764	603	2	C
1886	633	8	D
667	909	16	A
1532	698	16	B
342	1001	4	C
1838	812	4	D
648	1118	32	A
328	1442	16	B
1176	248	4	C
1077	804	2	D
501	1462	2	A
663	454	32	B
1931	1129	32	C
1347	894	16	D
1878	1522	2	A
1019	693	32	B
1740	161	4	C
1176	287	8	D
676	121	4	A
765	388	8	B
689	1144	8	C
611	499	32	D
530	1020	16	A
466	1472	8	B
661	1053	8	C
599	1259	8	D
1866	990	32	A
1042	542	32	B
1785	1145	4	C
1732	1087	8	D
2021	401	32	A
1545	167	4	B
352	763	16	C
575	418	16	D
165	105	4	A
1478	1441	4	B
790	1136	16	C
1877	752	8	D
386	609	8	A
1993	1376	4	B
518	1174	8	C
1493	693	32	D
1856	1189	8	A
1104	1065	8	B
1561	694	8	C
841	1239	8	D
186	1334	8	A
1031	115	4	B
1000	1403	16	C
789	994	16	D
723	194	8	A
1625	1402	16	B
554	1014	32	C
698	1456	16	D
1258	221	16	A
1011	915	2	B
778	527	32	C
709	367	4	D
1337	732	8	A
1525	1127	32	B
388	770	8	C
360	741	2	D
270	1429	8	A
577	520	4	B
215	1450	16	C
127	1440	4	D
384	836	32	A
1279	956	32	B
275	149	4	C
1422	748	2	D
1613	744	16	A
1971	990	16	B
1556	768	2	C
1296	1379	8	D
1377	286	32	A
324	1129	16	B
1558	833	8	C
183	1064	2	D
128	556	4	A
1764	456	8	B
395	1310	2	C
1715	1472	16	D
1907	153	4	A
416	580	2	B
693	364	2	C
125	697	16	D
599	1088	8	A
590	1343	2	B
951	1414	32	C
1748	1110	2	D
930	888	8	A
1599	1503	4	B
125	1003	4	C
1404	643	32	D
2045	1178	4	A
216	899	8	B
1103	629	8	C
1698	870	4	D
341	699	4	A
997	453	16	B
496	105	16	C
787	671	2	D
500	483	2	A
596	691	8	B
1697	1011	16	C
969	348	2	D
404	254	2	A
1286	1475	8	B
1031	1363	8	C
1791	1105	16	D
1251	680	4	A
618	519	32	B
1864	581	8	C
1503	974	8	D
859	394	4	A
1734	618	2	B
429	1534	2	C
1054	654	8	D
1705	1305	16	A
261	1490	32	B
373	1009	2	C
1755	1004	32	D
2038	1154	2	A
1128	232	2	B
201	675	4	C
535	1227	4	D
410	491	4	A
744	473	16	B
1230	486	16	C
1078	910	16	D
965	922	4	A
1519	1290	32	B
659	1435	32	C
1917	781	2	D
138	1231	4	A
1392	280	8	B
747	787	8	C
1107	1297	2	D
1279	431	2	A
1908	508	16	B
856	334	16	C
1079	224	16	D
975	1167	8	A
1335	159	8	B
808	153	16	C
1503	1155	8	D
1403	580	2	A
1479	940	2	B
954	450	2	C
611	148	2	D
552	1462	32	A
1092	926	4	B
1582	1283	16	C
180	812	32	D
1978	1186	32	A
592	1514	8	B
427	906	2	C
1520	339	8	D
2022	1469	8	A
1493	1459	8	B
1669	457	32	C
1414	499	16	D
533	577	8	A
333	504	4	B
1716	1367	4	C
607	154	8	D
1037	987	16	A
404	955	32	B
395	311	32	C
1734	899	16	D
1531	985	2	A
1428	1251	8	B
1182	1182	4	C
906	1139	8	D
1128	1016	8	A
1698	268	16	B
2045	445	2	C
1747	539	8	D
1275	757	16	A
907	733	4	B
968	1330	4	C
1274	1137	8	D
730	789	2	A
747	259	16	B
1946	867	2	C
386	831	4	D
574	465	4	A
1477	792	2	B
306	469	8	C
956	785	2	D
757	488	4	A
1098	1424	16	B
1451	1091	2	C
1810	932	32	D
1828	1255	8	A
261	1524	16	B
1583	1507	2	C
508	1371	32	D
356	896	32	A
962	1394	8	B
1888	207	4	C
1496	1143	2	D
936	451	8	A
546	871	4	B
1176	893	32	C
1055	536	8	D
158	900	32	A
311	252	16	B
666	1317	2	C
630	387	16	D
503	771	32	A
974	514	8	B
1476	1436	32	C
1365	648	2	D
1786	556	4	A
1711	1389	2	B
1640	1047	32	C
1232	1289	2	D
1495	430	32	A
1233	436	4	B
1766	1133	32	C
442	1282	2	D
1111	431	2	A
1499	865	32	B
510	184	4	C
1154	218	32	D
1994	794	16	A
1540	491	16	B
769	587	16	C
1951	1436	16	D
340	643	32	A
1544	1009	8	B
849	765	4	C
1097	976	32	D
1626	1533	4	A
650	625	16	B
113	1186	32	C
123	1154	16	D
804	363	16	A
547	439	4	B
196	214	2	C
267	628	16	D
204	599	4	A
1227	1024	4	B
1168	873	32	C
1446	1172	16	D
638	1208	16	A
203	872	4	B
1004	453	32	C
573	229	4	D
1854	579	4	A
1606	564	2	B
2010	891	32	C
1824	929	32	D
535	1022	16	A
2048	1160	4	B
1185	1282	4	C
378	1517	4	D
1073	291	8	A
755	132	4	B
645	1500	32	C
1419	995	4	D
795	1246	8	A
417	589	16	B
862	1071	4	C
629	258	16	D
1326	1445	8	A
1696	413	16	B
1174	662	2	C
1389	1060	16	D
181	998	8	A
613	535	4	B
1807	1207	8	C
