9	95	21	73	20	83	23
56	98	94	68	47	74	100
82	76	58	7	13	4	95
86	59	78	46	51	9	29
80	97	22	67	11	86	56
8	70	9	76	32	84	11
90	52	80	70	67	34	100
100	83	90	89	11	1	12
100	5	34	19	41	35	99
79	57	91	36	59	92	91
63	84	23	83	46	85	32
45	40	47	3	59	3	8
82	41	29	8	77	45	26
26	62	5	65	65	13	68
24	18	38	87	32	68	80
45	74	4	12	100	95	24
90	7	28	30	68	63	67
73	2	41	25	38	18	91
45	36	14	9	87	51	9
90	8	33	88	42	29	27
85	12	24	56	2	75	81
73	62	40	77	62	95	81
95	53	50	95	25	65	94
92	59	69	99	50	57	51
10	57	6	55	10	32	30
23	89	59	55	87	7	62
85	52	20	55	84	73	43
17	83	93	49	23	68	39
56	33	89	55	43	92	97
49	94	9	83	33	62	26
37	30	66	72	75	35	76
70	83	8	85	95	54	78
41	40	90	49	2	41	74
74	62	17	54	70	58	48
84	68	12	20	39	65	55
52	35	82	54	14	75	20
55	41	57	57	7	83	35
52	90	72	46	55	93	100
14	5	64	61	48	34	33
36	58	37	16	91	89	2
31	70	36	88	35	78	26
93	77	67	74	50	77	92
69	60	99	1	27	70	64
66	33	22	44	35	53	56
19	100	54	1	33	29	55
51	36	32	26	8	34	31
70	53	30	18	96	2	92
45	96	55	58	56	26	71
2	99	65	53	66	53	2
11	56	92	8	69	98	50
36	39	56	90	70	29	52
39	55	45	16	66	53	80
19	99	77	11	94	9	6
14	96	40	75	86	3	7
87	11	66	51	2	15	86
97	11	9	20	69	95	43
8	43	28	70	70	20	25
55	75	6	46	41	20	92
49	36	99	51	20	60	15
59	60	79	42	32	100	45
70	26	36	57	43	36	10
58	14	83	78	18	96	19
16	67	69	61	65	34	98
57	81	69	41	78	32	99
11	81	22	54	80	63	39
30	78	20	94	80	85	11
37	59	83	97	2	77	85
9	49	100	38	84	86	73
28	42	66	22	96	36	35
100	79	44	10	44	77	45
82	75	3	23	87	70	4
98	57	39	64	87	78	56
44	52	26	36	78	49	32
78	83	47	3	77	41	64
3	17	60	22	3	56	6
33	31	51	22	66	85	17
5	33	91	78	11	59	28
67	77	42	54	79	26	45
68	82	1	11	35	22	53
86	94	15	54	8	43	26
66	39	31	14	43	71	95
30	45	51	52	89	25	57
2	42	37	54	79	88	46
36	35	59	58	5	70	59
38	80	55	1	92	44	67
87	91	82	74	49	67	34
55	52	29	99	58	15	66
85	57	79	89	60	13	39
17	3	59	44	64	79	26
8	68	50	31	20	26	48
84	99	85	4	95	52	93
61	82	47	69	80	68	54
28	77	83	91	53	47	24
35	89	42	71	42	32	46
82	95	100	18	55	92	99
3	42	96	84	63	54	3
18	96	88	13	38	74	27
14	74	34	17	66	4	84
74	42	27	79	82	78	27
82	9	100	28	9	37	66
3	85	11	25	62	39	80
84	2	9	10	19	11	63
4	70	55	27	15	69	81
37	45	87	73	16	8	99
2	1	21	67	54	79	32
48	49	48	21	64	33	43
37	12	52	92	11	35	62
76	28	36	65	13	13	90
98	22	69	23	99	80	2
79	34	47	82	40	3	16
90	38	23	49	61	45	11
81	88	51	22	58	42	100
72	41	2	15	50	75	21
34	32	100	75	15	7	61
62	9	77	14	35	35	83
99	5	22	96	71	52	23
67	40	7	2	74	45	100
81	63	21	73	35	54	97
21	70	73	21	17	63	90
63	92	42	85	14	57	23
22	93	60	2	5	5	11
73	45	3	86	56	22	92
4	9	28	18	13	36	78
31	57	90	4	1	94	58
12	48	71	81	35	33	57
58	6	55	4	63	58	78
56	18	95	52	43	90	5
74	81	34	1	27	60	65
15	17	89	4	24	69	39
4	54	86	67	50	79	68
21	97	46	58	15	22	10
99	34	52	56	59	82	86
93	12	28	86	74	90	100
24	77	23	43	61	20	65
3	81	26	50	5	46	85
90	36	49	63	84	49	14
2	66	45	59	99	20	78
41	17	15	56	20	27	68
29	95	29	94	38	98	82
5	61	18	54	8	18	75
74	27	63	97	81	40	28
75	63	72	55	60	65	24
26	48	94	58	11	61	58
53	45	80	43	30	61	54
81	28	7	3	49	43	86
16	44	87	34	12	14	18
57	46	70	9	61	11	28
37	11	60	22	31	70	19
1	21	50	71	8	29	62
91	78	15	48	60	80	76
20	30	28	56	42	86	30
15	87	53	98	76	6	82
40	74	97	97	7	92	53
48	97	53	46	27	4	40
100	27	25	51	9	46	62
37	59	15	51	14	10	91
49	2	21	2	18	51	35
92	64	36	17	72	2	95
22	19	11	16	35	29	55
68	45	88	66	30	88	55
52	10	51	43	77	90	97
78	39	26	34	26	20	52
26	4	7	20	53	77	61
85	59	87	35	70	31	99
81	46	88	58	27	12	90
74	74	45	100	96	77	55
90	28	51	73	58	54	54
23	90	41	18	21	100	74
20	96	24	45	76	13	65
67	34	42	52	79	41	49
50	69	50	17	32	24	24
91	83	74	58	60	14	56
99	18	87	94	19	33	9
12	13	65	4	34	25	79
51	7	20	86	83	9	93
57	83	38	75	91	56	3
73	100	4	90	61	58	20
43	15	39	63	88	67	49
35	84	67	84	34	50	54
16	25	12	9	77	10	20
69	68	94	84	95	33	51
51	9	41	84	91	62	32
81	60	62	48	50	31	55
38	40	35	78	72	97	22
25	100	6	89	20	60	82
86	68	15	66	38	96	74
92	18	69	2	43	74	97
57	26	7	42	99	36	65
90	79	37	87	92	14	49
67	88	14	62	33	38	11
69	41	36	92	58	65	74
86	11	39	20	73	99	5
78	99	32	84	4	33	97
35	25	63	18	76	1	74
29	53	82	76	95	49	37
97	5	54	90	19	99	65
71	67	39	28	58	10	20
34	22	52	60	4	82	18
34	51	2	67	37	10	60
100	88	89	63	24	20	35
14	92	3	76	53	85	39
100	10	64	62	4	25	79
75	24	47	97	72	89	90
13	55	28	3	71	82	24
85	77	53	9	81	89	34
14	30	43	6	75	20	95
81	74	15	65	53	21	17
99	86	76	94	92	72	17
11	5	81	20	49	98	56
72	40	93	45	2	97	39
71	12	35	38	85	93	47
60	48	93	47	36	98	79
39	13	83	29	28	45	4
99	29	52	58	13	17	50
33	12	41	35	44	41	55
31	8	25	85	77	11	64
79	96	39	67	89	72	54
28	89	70	50	69	64	86
25	10	68	16	71	48	87
70	88	70	29	97	80	2
37	86	95	73	92	69	2
67	27	36	81	16	29	11
92	95	91	89	39	44	50
55	56	96	25	48	14	75
12	34	54	53	81	59	65
86	16	32	1	5	50	79
10	64	4	94	57	85	82
63	96	51	89	26	41	30
39	1	90	29	66	83	68
36	14	48	92	67	50	14
10	52	25	1	27	6	24
11	4	55	44	85	31	92
67	23	76	88	11	88	100
23	68	64	9	2	2	65
29	42	83	43	76	26	27
31	100	60	56	55	59	7
63	67	27	43	47	30	99
16	90	44	62	92	57	77
90	63	90	59	41	42	15
16	9	24	56	13	17	99
93	39	68	80	61	26	78
89	7	36	78	53	77	93
47	67	69	3	19	48	59
72	58	87	70	41	50	53
43	15	49	47	15	39	65
80	45	76	42	34	34	51
37	76	10	52	74	1	65
71	53	36	79	48	10	59
73	15	7	9	67	19	34
28	85	46	49	69	25	44
73	74	56	83	64	78	29
25	19	23	39	46	27	64
32	96	87	89	17	98	85
24	41	17	85	25	13	93
15	66	76	30	24	79	50
16	58	65	26	88	36	32
45	81	28	79	98	59	68
50	67	94	48	10	29	62
91	62	91	21	38	83	60
4	48	24	53	10	45	9
82	84	13	15	82	57	78
39	93	67	25	31	19	20
67	93	35	37	53	96	36
68	45	69	92	38	44	62
11	3	28	74	93	62	85
59	65	21	53	40	74	94
80	18	28	77	7	59	48
1	91	44	90	42	33	92
82	4	91	79	1	64	4
21	85	69	98	72	15	65
24	63	11	78	72	73	74
56	90	62	21	59	22	46
95	51	33	96	1	33	2
35	71	3	67	32	64	9
19	4	66	100	25	57	58
45	92	31	32	87	35	15
49	53	46	98	74	40	9
59	32	78	68	98	87	46
17	85	57	99	94	29	86
77	42	100	83	11	23	10
23	53	43	39	80	4	83
48	100	1	72	10	45	46
31	46	29	41	8	22	90
43	77	100	24	25	33	60
77	3	43	41	23	33	20
7	33	34	35	94	53	35
80	68	39	97	83	93	9
55	82	53	53	87	39	20
51	87	42	32	100	63	30
63	80	23	8	8	17	38
63	75	4	39	64	83	14
1	11	48	17	73	16	21
74	96	34	83	81	13	37
10	68	1	3	54	29	18
80	81	97	90	60	42	78
32	17	30	83	31	94	22
30	76	54	4	51	2	13
25	30	91	43	30	63	82
94	1	10	19	35	7	94
3	51	80	46	47	76	95
92	13	14	32	89	29	37
41	80	83	20	15	61	33
54	79	22	33	39	99	29
37	95	62	48	57	41	30
54	87	63	94	83	14	3
72	52	61	95	74	75	37
54	93	65	79	23	95	31
5	73	81	6	48	40	2
20	79	77	89	10	43	41
81	88	10	95	38	96	68
25	66	7	64	60	22	56
6	23	100	88	10	46	9
26	33	60	53	86	58	5
96	43	85	32	74	44	8
29	36	2	22	9	60	100
36	24	55	60	46	30	41
87	86	35	8	6	26	34
92	26	14	2	93	25	39
81	88	28	45	41	16	72
60	27	73	88	16	41	84
18	62	25	89	20	89	38
91	92	74	91	92	41	60
37	63	10	29	77	56	30
55	13	41	58	77	36	60
44	87	24	6	44	52	38
86	81	20	45	41	74	61
87	93	12	41	94	22	33
3	93	48	52	50	38	76
79	30	96	32	15	61	77
72	91	21	99	8	37	50
2	17	20	11	65	76	31
19	23	66	13	21	54	71
42	15	36	13	92	82	43
53	53	64	91	46	59	17
32	23	13	54	9	16	66
77	90	100	33	46	45	37
58	18	17	71	40	40	95
32	85	89	27	81	31	61
33	21	37	30	42	90	32
34	43	72	16	5	98	16
56	17	33	84	28	45	28
70	78	40	46	39	75	19
76	11	66	19	37	58	65
64	73	64	46	36	84	84
68	98	7	60	16	9	38
68	70	50	13	75	93	74
96	10	49	85	52	91	1
36	48	33	47	39	16	32
9	23	57	22	21	21	73
49	33	93	30	21	9	83
26	83	77	98	51	25	100
64	80	47	87	94	90	12
45	3	67	98	48	76	89
10	33	11	13	72	32	98
82	52	100	96	50	4	47
96	21	89	13	62	32	11
47	80	68	8	30	12	61
96	19	33	6	93	24	17
94	99	39	60	64	47	90
56	9	74	39	78	31	52
86	59	13	1	51	83	4
24	30	69	21	49	88	63
20	37	11	1	3	23	58
94	70	15	41	12	100	54
77	93	85	66	35	73	56
35	98	6	38	15	1	77
32	33	76	38	58	35	16
55	39	15	24	28	68	69
49	62	8	76	83	73	25
28	24	47	77	35	68	24
78	99	70	52	42	70	98
61	22	29	30	11	53	82
66	32	84	14	30	2	68
18	54	49	21	56	81	88
51	2	43	31	10	61	42
97	64	86	77	28	96	27
20	71	69	45	22	93	97
78	63	93	39	48	4	48
38	66	17	78	69	89	99
59	24	63	40	26	69	93
23	48	33	12	64	8	15
72	75	40	29	83	70	21
99	38	55	44	15	79	1
11	75	79	5	15	95	52
93	48	31	58	61	75	40
90	33	67	5	6	14	53
75	83	28	86	78	79	2
47	56	83	21	62	47	40
52	81	2	19	14	5	55
28	25	55	61	33	20	7
31	97	35	16	95	58	14
19	100	13	22	34	47	99
52	54	65	55	86	56	6
13	72	51	31	57	45	24
8	99	59	51	23	48	32
67	71	80	94	11	36	21
17	99	34	6	61	9	26
74	25	32	92	40	73	96
27	78	11	11	98	35	62
79	93	97	44	86	33	44
86	100	37	33	16	29	48
52	70	72	30	13	50	58
69	71	7	52	29	32	68
34	72	77	73	31	72	56
89	59	19	15	15	1	59
37	6	22	90	21	72	63
22	40	15	22	65	65	33
29	30	68	74	82	65	80
73	48	22	84	18	93	9
96	9	40	78	52	62	40
3	45	74	91	83	6	66
42	63	4	35	8	23	23
78	35	18	50	29	95	80
98	87	69	75	12	10	36
99	58	88	82	51	69	100
47	87	89	26	93	63	56
95	81	1	15	32	64	6
80	38	17	26	4	64	100
57	100	75	21	93	100	71
95	37	8	9	18	64	61
84	58	47	41	33	18	15
90	100	72	61	58	48	44
66	6	44	76	32	41	100
74	8	20	40	7	10	90
83	95	93	56	21	29	94
64	6	66	23	97	33	92
23	16	29	90	94	1	83
8	33	33	39	12	12	77
32	16	2	42	44	93	22
79	1	60	44	68	24	65
97	81	81	31	50	2	13
32	79	39	67	97	56	44
63	79	69	9	82	15	61
92	89	97	5	100	76	98
33	50	27	26	95	29	25
42	68	60	81	19	83	4
80	89	41	6	43	99	56
54	29	40	32	46	26	6
87	42	73	2	96	17	8
15	54	91	17	54	4	25
55	37	59	61	40	91	7
31	53	39	48	20	51	55
35	21	62	30	74	65	1
47	67	78	46	37	58	90
78	38	65	18	67	11	64
47	26	58	74	72	69	24
43	58	58	23	30	27	74
100	95	17	8	51	27	99
1	12	19	43	98	53	41
61	34	59	85	98	7	88
44	63	24	13	69	87	83
57	66	52	85	22	52	47
44	90	72	89	35	83	57
83	87	14	3	55	100	4
62	13	19	12	63	47	56
19	50	48	32	42	67	75
76	13	32	35	60	41	41
23	25	37	90	83	71	38
1	89	81	55	97	50	67
37	70	64	66	64	92	26
24	70	26	91	24	36	55
25	24	22	30	50	25	47
14	74	73	49	52	26	40
66	9	24	12	34	30	45
3	4	64	32	9	53	92
14	73	88	99	10	36	65
30	56	23	8	39	46	72
95	13	62	88	76	65	29
26	24	71	12	67	21	32
59	4	96	65	12	23	56
40	61	76	3	85	38	50
81	97	21	23	24	73	100
19	10	88	58	28	98	68
39	61	89	60	20	81	91
74	40	38	44	97	98	89
89	52	49	46	52	96	41
4	52	41	5	91	19	58
4	14	59	9	81	47	72
57	48	47	66	99	99	68
5	11	87	22	18	42	50
49	23	95	90	11	65	18
87	62	4	4	46	50	30
52	77	17	83	33	20	97
15	7	59	2	74	40	96
47	36	5	43	37	89	49
43	46	73	83	58	13	67
27	69	46	27	60	23	98
11	69	89	44	91	4	35
83	22	49	50	94	39	33
45	61	52	68	10	92	48
95	90	40	50	76	8	15
44	84	21	16	17	68	34
47	65	32	79	10	42	42
66	7	75	87	5	39	24
54	54	29	69	99	39	98
80	3	49	92	49	28	27
37	5	97	88	29	9	39
55	76	15	28	94	70	73
78	100	95	59	40	34	21
27	28	2	78	99	44	45
35	15	15	61	57	46	99
94	19	32	76	41	63	1
18	72	69	36	30	57	18
75	57	39	39	95	15	60
18	6	9	16	11	74	95
25	51	74	19	51	88	74
60	11	26	71	92	100	84
58	3	39	13	57	92	34
4	93	46	14	62	35	6
87	59	39	90	12	33	65
79	2	63	71	82	85	21
81	98	1	61	63	63	13
23	43	72	23	55	58	97
88	49	77	78	7	25	88
92	57	15	60	12	57	24
17	57	1	9	36	24	58
90	85	94	85	62	100	22
55	67	34	88	9	6	98
58	31	50	28	71	55	16
19	69	48	49	37	58	12
3	76	5	53	38	5	84
38	51	20	8	86	66	85
98	26	47	18	40	16	95
52	52	69	54	72	13	71
58	49	33	95	83	73	60
41	93	73	45	71	60	12
10	12	43	77	2	44	16
70	6	62	29	73	95	50
57	53	3	3	80	35	84
14	42	93	5	13	92	13
30	70	83	79	77	47	74
74	19	97	25	84	67	36
82	68	90	95	85	83	95
24	5	91	56	57	74	49
1	44	7	43	17	18	5
94	82	90	2	66	15	82
30	12	67	11	76	23	33
94	38	98	63	40	32	7
52	31	79	79	59	15	44
49	98	61	1	33	84	18
98	55	68	88	41	78	65
89	15	32	89	11	51	16
20	98	94	75	59	33	80
42	92	46	94	20	76	90
84	80	16	34	36	10	53
86	26	94	63	47	79	51
73	41	6	12	36	49	64
90	67	58	8	56	54	73
57	8	2	48	58	6	80
22	12	42	35	18	10	29
25	8	38	50	50	2	19
63	65	47	1	78	68	58
70	98	11	75	71	5	1
62	91	81	100	28	97	13
58	25	37	59	90	100	35
30	91	11	79	14	81	24
49	7	39	70	86	44	11
36	4	18	66	80	72	3
89	25	92	4	11	9	34
42	11	49	95	4	21	93
28	21	91	54	86	74	35
4	99	77	82	95	56	57
2	3	12	16	64	49	72
70	2	28	38	28	4	60
56	96	60	28	38	43	55
60	11	2	70	43	75	50
80	68	87	94	73	78	17
88	2	79	96	73	8	77
92	47	52	53	31	44	8
73	34	85	55	64	54	92
58	89	57	65	44	73	35
99	1	32	93	2	79	42
14	45	95	68	86	99	26
74	48	57	56	86	77	91
83	32	97	36	60	22	13
72	8	73	28	76	20	41
40	43	96	79	17	39	90
92	59	86	34	27	79	13
45	26	42	89	35	23	30
36	24	49	59	100	96	61
57	65	85	25	50	49	19
46	73	5	66	25	7	89
80	31	78	20	64	16	46
99	67	71	71	2	11	45
36	4	4	95	23	25	36
5	100	13	51	90	58	83
15	5	26	82	53	100	3
52	30	83	18	13	35	99
94	92	54	55	17	63	31
90	72	54	91	28	39	87
24	64	9	24	20	92	84
24	100	46	96	56	85	70
47	91	51	24	49	29	33
89	78	83	45	72	66	73
19	59	17	9	27	81	90
40	83	69	56	17	88	53
38	33	73	50	21	65	88
11	16	78	51	94	53	59
31	93	100	95	49	20	89
44	63	72	60	60	35	17
20	1	48	42	29	20	25
64	73	9	81	40	7	15
50	55	52	29	56	76	65
87	7	19	61	76	84	96
73	35	90	30	60	55	5
48	76	20	6	67	2	77
99	59	4	40	73	33	100
9	3	10	38	3	67	72
95	15	77	62	24	26	84
15	15	87	12	29	25	98
20	80	40	99	30	58	17
30	90	44	71	97	87	93
45	91	48	48	37	41	9
64	30	77	66	51	26	36
90	90	10	9	33	34	64
39	33	89	27	79	66	63
45	95	41	58	94	29	69
9	47	29	54	23	32	84
95	64	59	67	25	44	2
17	10	39	25	16	46	9
23	39	79	34	1	1	67
43	68	77	62	40	57	88
5	92	64	90	100	21	4
46	29	29	84	67	91	4
30	46	23	25	26	29	70
47	74	82	10	45	79	35
92	44	74	53	33	61	20
92	78	34	17	11	32	41
38	76	14	39	40	61	13
1	44	62	52	60	79	28
16	55	58	46	71	100	77
43	67	45	94	99	91	7
57	7	17	8	4	97	85
35	40	25	48	71	45	5
75	54	8	18	97	11	86
93	81	61	84	45	82	47
55	47	72	34	99	88	83
46	6	64	53	49	94	33
98	24	89	48	7	35	64
92	58	63	39	95	79	65
27	91	98	62	77	44	24
16	45	79	74	39	97	24
79	86	22	91	3	32	69
15	30	76	23	45	21	28
35	75	61	13	84	5	12
19	16	60	25	64	47	14
62	10	31	41	61	84	97
72	25	58	44	87	36	7
68	96	23	1	34	10	49
90	92	11	60	95	59	93
39	41	51	39	28	38	78
72	37	80	4	42	81	46
44	64	84	92	18	67	33
13	45	48	93	83	33	34
14	22	85	69	90	42	90
13	59	45	76	18	72	74
53	39	33	91	20	55	70
37	32	8	35	45	14	76
66	88	95	31	85	21	100
97	2	62	70	14	44	74
85	78	38	61	11	78	40
92	7	40	40	21	21	12
69	52	30	65	86	53	9
42	47	53	90	61	62	51
13	20	81	30	31	38	15
15	32	66	61	78	34	64
60	57	37	9	83	21	81
62	98	44	25	75	77	8
2	92	24	82	57	47	87
57	46	56	69	10	85	18
42	54	88	70	26	10	85
79	36	97	99	42	37	100
2	49	7	66	30	47	47
56	75	31	41	79	99	78
14	46	79	34	58	40	99
26	28	39	89	86	52	46
57	100	72	95	6	22	40
100	9	27	99	83	24	2
47	62	87	9	22	16	61
34	55	87	30	77	72	18
65	33	52	16	60	10	6
11	59	44	47	68	13	62
85	54	31	41	65	60	97
88	32	76	61	55	50	25
11	38	60	20	90	80	40
6	18	18	12	92	39	30
51	92	89	49	59	35	37
86	37	37	93	51	99	33
13	17	74	40	54	2	74
52	47	70	22	53	99	69
87	33	63	19	53	37	9
72	9	87	18	8	49	34
95	74	8	95	54	20	5
34	81	99	55	38	22	20
32	28	50	5	99	33	10
20	83	6	28	99	87	88
89	42	4	67	77	57	52
79	37	93	77	17	7	52
7	62	20	34	50	98	41
20	35	34	7	45	56	15
63	99	64	50	19	93	51
35	36	56	53	57	74	32
15	21	61	53	74	90	26
34	67	80	24	81	16	35
50	58	42	25	36	78	57
59	78	53	30	25	32	41
34	82	20	38	30	59	49
17	9	24	81	38	62	45
26	90	17	91	21	73	74
80	9	10	50	71	66	74
49	44	66	93	11	58	94
76	79	41	64	24	59	36
40	34	84	55	35	28	16
66	65	41	30	98	44	52
45	30	70	38	75	50	76
74	7	45	81	89	28	79
77	73	4	27	2	20	3
53	84	55	52	61	23	88
100	24	39	45	76	19	63
9	49	54	95	73	31	18
75	7	14	90	15	85	82
99	23	72	65	83	13	51
71	90	46	55	53	35	85
60	11	20	90	72	38	41
5	67	71	22	7	49	12
66	23	67	52	24	29	72
37	23	33	47	18	62	40
71	37	74	32	50	70	76
92	34	92	2	16	20	97
4	47	73	94	48	48	63
3	14	33	31	83	100	98
85	24	58	81	99	20	93
28	81	33	100	81	50	54
77	38	24	20	73	12	13
90	70	21	98	4	46	66
100	10	30	74	18	100	41
97	34	1	50	75	47	83
2	6	16	5	3	80	26
86	6	68	96	75	34	60
22	15	64	4	24	3	26
28	15	17	2	12	92	97
58	69	89	65	76	39	54
18	75	30	51	31	61	33
100	56	94	68	100	38	50
45	71	84	95	100	31	45
67	99	83	45	66	22	28
31	33	46	8	45	45	10
67	55	56	90	79	59	4
44	7	5	43	85	16	17
6	83	20	46	59	14	21
10	87	62	83	11	32	6
57	63	69	33	85	68	7
13	39	79	14	51	32	37
30	51	27	69	49	17	47
87	52	26	63	73	47	74
14	84	74	99	64	53	50
71	4	46	34	56	65	73
47	94	9	41	72	44	85
23	13	45	17	1	52	26
28	95	61	35	42	4	43
13	6	39	29	32	59	11
83	100	85	46	27	91	93
1	33	32	89	15	92	36
97	80	18	65	66	64	43
59	15	37	61	79	18	8
76	84	82	59	60	54	8
72	64	77	2	6	40	88
2	70	1	6	54	57	15
4	33	57	73	88	33	61
71	60	91	17	100	5	90
37	77	40	2	88	90	3
44	13	44	67	41	54	58
44	23	67	48	86	20	53
92	59	75	83	60	79	73
37	57	39	13	58	65	73
6	16	41	26	12	81	42
10	88	12	38	95	78	91
34	23	56	70	33	9	34
31	80	97	97	3	47	89
57	67	28	76	59	37	89
20	61	96	42	72	2	70
77	98	56	42	71	58	67
52	57	34	100	46	57	16
35	40	38	12	30	29	4
10	98	62	75	33	67	29
58	17	48	38	56	28	16
27	67	89	36	6	64	17
41	85	65	23	57	94	44
45	58	27	2	24	25	98
67	89	80	95	22	39	33
35	99	25	15	65	46	79
17	41	21	21	64	39	93
67	74	44	77	2	37	68
40	65	60	4	11	60	87
37	80	28	46	18	99	25
66	12	72	33	73	54	18
8	11	87	17	66	17	87
33	23	41	41	84	62	56
52	54	41	58	51	81	9
35	72	47	51	62	95	79
97	14	34	68	74	36	96
35	83	40	59	2	69	61
68	59	78	37	97	67	48
7	94	20	78	31	28	84
22	72	48	86	44	62	53
55	57	18	40	31	33	56
63	64	11	9	81	2	73
50	7	44	5	12	46	78
53	55	97	60	6	21	63
14	83	76	86	38	17	51
72	59	54	65	61	59	94
93	58	50	18	20	33	6
80	3	89	62	41	32	53
30	62	89	75	50	14	63
29	74	83	63	24	53	80
23	61	99	80	66	74	49
61	39	60	69	27	83	93
32	32	38	98	5	50	22
31	34	86	80	9	3	90
79	49	80	99	19	13	18
88	27	15	3	38	71	98
33	1	93	31	50	88	44
44	50	55	34	95	72	35
12	65	77	33	69	42	24
32	99	21	90	25	74	21
81	23	38	52	94	84	34
96	55	71	14	93	41	94
65	69	85	19	65	1	49
28	7	39	88	81	41	15
48	58	42	16	1	7	41
96	35	6	37	38	95	65
