64	37	45
60	23	82
42	95	54
71	14	70
99	79	88
19	69	99
40	19	55
69	33	90
24	70	84
37	80	54
68	56	73
54	39	35
10	82	92
79	79	94
30	61	59
23	55	26
81	92	55
55	71	94
87	67	78
44	19	94
76	41	44
39	12	45
35	82	22
33	93	94
99	83	20
84	81	80
15	28	89
52	44	38
32	29	90
79	42	64
58	39	14
45	80	70
72	76	26
88	52	66
88	36	85
22	25	81
55	77	97
13	60	34
78	89	25
18	57	85
24	91	97
61	87	34
37	33	25
17	91	16
44	81	23
28	33	22
51	64	77
52	98	26
94	22	54
45	80	27
26	89	99
39	87	44
31	65	99
58	21	11
78	32	20
83	36	52
62	84	39
33	86	97
44	39	67
19	42	41
84	14	97
95	51	11
74	51	18
55	47	32
38	86	39
72	85	45
32	98	91
92	86	68
30	32	20
72	48	20
76	77	76
10	49	69
73	28	18
99	75	17
49	40	95
11	76	57
88	78	24
89	67	60
47	89	67
76	35	58
22	81	91
60	25	68
68	19	26
54	41	98
40	30	61
23	19	84
37	49	77
95	65	38
24	42	13
78	51	20
68	35	33
45	10	97
61	68	69
72	57	44
73	81	97
25	32	54
35	35	24
14	16	49
37	58	92
85	18	96
51	51	65
37	54	65
41	83	62
39	83	69
48	80	61
37	18	66
71	53	80
32	41	52
29	94	68
33	15	57
50	14	99
85	68	94
60	13	61
98	95	50
49	25	14
76	32	30
73	79	44
72	19	65
98	26	19
97	66	51
20	19	43
17	43	55
16	56	75
49	11	75
30	44	21
70	10	94
71	54	64
21	18	15
81	42	49
43	88	48
85	68	22
95	50	19
15	42	96
38	48	91
84	53	38
51	18	12
83	35	34
11	95	48
99	18	62
59	56	24
39	67	97
11	38	29
81	19	90
66	82	42
79	20	84
51	48	21
17	85	70
50	59	49
99	59	75
16	47	99
44	74	83
98	91	82
31	86	13
33	67	53
39	36	10
15	33	29
70	77	46
99	92	97
30	57	50
83	26	16
81	23	55
79	17	30
38	59	64
54	54	88
63	39	84
48	82	42
14	93	29
54	94	53
94	95	31
92	20	17
59	77	21
57	28	10
22	24	17
92	20	83
28	51	60
18	77	24
20	72	82
27	90	96
68	39	65
96	25	43
61	12	32
95	44	74
29	69	39
47	37	63
80	94	50
72	15	30
23	98	20
20	85	51
41	93	65
20	96	74
62	62	36
56	34	53
88	17	47
97	16	84
74	11	13
28	31	88
22	34	55
46	67	43
43	16	65
26	20	17
77	19	97
82	57	98
19	82	69
80	85	53
32	79	83
59	88	26
35	89	73
90	40	11
73	22	75
11	11	14
43	24	18
86	45	95
38	35	64
84	36	17
77	17	16
49	92	84
91	35	21
12	17	86
21	38	91
72	72	98
10	63	19
54	44	14
67	15	96
31	22	83
73	65	16
77	16	73
33	38	95
72	50	48
33	65	28
28	11	78
43	38	86
59	73	93
27	52	43
13	59	92
47	10	52
12	78	96
25	29	33
34	13	31
41	77	60
88	95	26
56	55	13
40	94	45
55	65	36
20	24	80
84	10	93
56	69	49
13	42	11
14	64	13
59	22	82
82	45	74
20	71	73
89	98	62
33	59	12
65	18	52
74	60	74
66	48	29
38	32	64
25	53	90
24	93	65
74	64	49
45	28	42
43	85	49
91	27	50
62	30	87
26	58	18
34	53	71
86	81	42
30	80	13
62	89	99
65	61	94
19	99	20
49	74	66
61	96	40
57	75	93
16	91	48
64	81	54
13	75	62
32	63	93
53	53	20
15	74	39
63	81	38
94	62	69
45	25	57
47	59	29
52	17	44
96	55	65
77	88	74
65	41	22
11	53	90
85	19	42
82	32	24
53	44	44
35	82	47
69	70	53
20	75	75
14	44	74
53	72	43
18	88	24
36	18	57
89	67	93
19	51	16
24	18	76
85	84	87
71	85	46
84	67	93
37	99	84
19	65	55
68	83	60
26	11	41
66	47	92
67	52	99
56	99	73
26	28	83
55	93	51
54	26	58
22	29	39
30	31	50
12	70	57
93	50	40
16	94	89
44	17	31
78	76	99
13	76	41
89	84	28
63	18	15
66	44	42
66	35	53
42	79	49
99	52	93
62	95	10
47	80	21
32	21	70
76	35	26
95	53	60
90	63	35
68	11	56
89	75	57
29	73	53
28	85	54
18	66	99
52	52	37
48	35	25
40	84	96
47	30	17
11	87	71
10	12	52
97	89	55
90	43	84
28	22	93
78	74	25
37	26	20
77	66	61
52	36	63
26	16	71
11	99	58
11	44	83
88	20	99
45	41	66
56	59	50
98	24	26
86	83	43
31	13	27
67	67	68
34	48	52
61	11	85
75	88	92
74	45	90
28	75	16
43	20	54
44	13	97
99	76	14
46	15	76
74	82	97
91	61	36
96	61	29
77	21	35
21	28	32
15	71	80
73	74	58
10	54	42
61	74	48
77	85	11
78	74	27
82	62	81
27	48	72
48	16	17
22	79	38
87	36	69
57	38	96
91	64	87
41	53	12
24	13	45
28	44	36
51	83	72
81	89	79
53	39	44
13	66	60
89	53	56
50	86	83
12	81	76
69	80	86
10	26	78
60	91	43
89	35	86
42	48	29
46	26	97
59	78	63
77	76	55
88	78	85
99	54	51
32	12	21
43	91	65
16	34	88
42	57	71
68	80	64
78	78	69
78	22	35
73	70	85
23	85	89
30	79	22
26	39	62
52	95	97
64	84	22
42	57	94
34	44	11
27	43	16
53	15	53
56	11	63
52	74	98
36	97	81
13	95	34
53	40	63
43	95	62
63	60	54
43	71	40
74	99	62
88	18	95
23	94	32
19	44	25
29	19	67
19	80	82
33	85	59
37	46	40
20	51	10
43	14	29
87	24	93
97	64	87
14	44	71
76	55	55
37	44	73
20	67	45
94	25	50
90	18	48
68	78	78
47	76	79
19	97	38
46	85	55
35	23	90
39	54	39
16	40	37
20	16	11
76	34	85
37	55	44
54	61	74
42	60	23
34	80	30
87	65	37
74	37	94
58	50	50
61	84	73
39	36	41
55	94	23
42	18	28
33	77	16
25	87	24
22	41	63
37	40	22
38	18	54
15	79	38
93	50	91
15	90	31
28	27	57
96	92	37
19	80	85
42	72	55
52	87	92
17	79	20
34	88	49
23	27	65
26	33	67
51	36	52
58	41	80
87	69	40
66	14	66
35	62	61
49	49	77
78	51	30
57	61	79
47	55	23
42	85	64
30	27	87
80	66	16
26	16	23
50	85	34
68	98	96
49	68	93
45	33	44
40	56	25
45	68	94
13	36	55
69	40	80
81	10	98
94	11	85
90	59	28
92	39	17
57	54	27
64	93	65
32	20	27
79	23	44
71	26	28
34	91	55
33	87	44
88	67	64
16	99	41
93	14	94
84	48	67
31	91	69
29	97	72
94	86	30
34	13	89
53	95	41
54	22	61
72	27	31
11	77	79
98	77	32
30	91	82
37	53	66
16	15	17
89	55	82
99	30	62
53	32	86
83	42	24
70	98	66
39	90	40
81	73	35
50	69	77
10	96	98
14	73	57
25	40	45
53	36	27
74	33	94
45	47	84
16	52	64
56	27	53
83	90	26
85	95	58
54	27	62
57	25	57
32	68	34
28	24	45
42	86	58
81	72	87
94	51	59
67	98	75
17	84	14
24	15	30
58	88	27
42	30	32
66	65	89
66	95	25
19	98	57
68	33	94
87	91	76
34	34	13
63	67	20
82	92	25
59	83	88
30	11	78
31	92	20
79	56	74
95	49	61
91	31	83
94	87	21
80	81	63
22	77	36
14	15	74
93	84	19
88	80	23
61	10	46
56	56	17
72	84	26
74	62	35
95	56	26
88	13	92
56	89	72
41	35	80
23	36	14
22	95	20
50	62	48
92	93	28
89	68	30
57	70	34
97	70	80
79	40	97
87	58	41
49	64	42
55	59	28
43	66	19
73	33	53
64	96	29
17	99	38
25	60	83
37	23	83
51	75	95
85	39	67
77	67	86
29	41	19
97	27	11
33	25	33
40	96	46
24	22	41
20	44	86
25	51	84
42	49	30
52	85	41
29	19	81
46	59	77
28	38	96
34	93	35
40	23	52
71	35	88
40	48	19
14	68	27
86	89	85
96	29	27
48	41	76
65	15	71
75	89	44
70	53	45
41	77	80
35	50	58
21	59	19
51	11	82
86	76	74
16	59	42
58	47	10
39	51	52
84	14	38
44	38	93
73	19	92
37	12	36
93	83	90
25	42	67
73	84	20
83	12	79
84	69	43
23	11	80
16	97	83
30	29	80
92	90	20
83	43	64
13	42	90
28	97	48
85	70	10
82	98	59
49	23	41
38	46	30
37	80	47
77	65	88
96	28	81
29	56	37
98	76	17
48	74	19
42	37	82
75	52	13
29	24	36
51	50	74
26	24	81
32	53	87
32	32	13
56	64	26
64	64	65
95	62	97
91	93	57
23	96	74
71	36	78
21	12	57
64	41	16
45	16	80
74	52	18
53	23	34
43	48	13
15	91	51
36	26	19
23	14	37
46	72	49
98	13	95
96	23	27
78	53	86
82	19	36
77	61	59
14	98	99
51	99	41
26	11	99
23	91	24
76	88	11
15	64	34
32	57	63
12	97	59
32	70	40
84	79	31
64	50	56
76	85	11
46	30	88
41	34	72
60	65	89
21	69	75
87	63	39
55	15	97
73	59	69
36	73	67
39	34	91
16	25	90
80	51	28
53	67	43
68	67	65
24	47	44
28	49	72
30	25	28
29	73	55
13	47	42
49	79	23
48	82	98
61	73	85
11	29	87
13	17	14
19	66	90
19	16	52
76	65	67
36	82	96
56	64	97
96	27	76
53	42	66
70	80	13
67	52	36
99	79	36
79	91	54
73	10	63
77	98	42
35	14	19
88	42	67
77	28	49
39	81	56
46	90	12
44	50	34
87	96	13
65	38	93
65	90	24
18	49	68
38	87	30
12	72	67
73	68	75
13	12	13
62	94	88
82	74	63
50	87	95
56	84	39
41	14	67
32	48	54
43	36	39
53	19	61
51	64	96
92	28	91
66	39	58
87	53	94
81	57	96
69	13	99
45	89	48
57	78	32
82	50	52
86	24	33
65	39	37
74	16	87
40	93	52
79	65	59
20	81	49
10	33	44
64	84	21
27	18	87
34	43	33
10	49	81
32	85	15
51	22	81
23	87	20
81	39	38
18	15	43
59	19	73
89	56	61
44	72	72
79	20	44
66	69	97
84	13	57
61	56	27
58	63	85
11	73	86
76	62	24
66	61	93
72	35	82
21	57	72
12	72	84
90	90	58
74	82	12
43	14	57
81	87	86
81	51	42
86	66	45
70	29	90
70	95	46
42	63	74
55	27	83
50	86	73
35	87	38
76	15	47
89	51	34
26	82	14
57	32	42
52	67	68
55	82	59
95	17	48
83	11	25
18	31	55
13	46	55
16	32	12
46	50	38
23	30	31
93	64	86
96	37	60
21	93	92
30	66	42
42	87	22
33	47	59
37	84	74
56	11	41
84	35	27
39	80	60
86	86	10
92	42	10
24	14	98
36	44	49
80	20	71
46	45	44
18	46	53
63	19	68
22	99	38
42	41	65
76	74	52
33	27	75
36	80	55
65	73	80
22	63	59
44	52	58
49	23	49
85	52	76
55	25	24
64	59	48
41	35	97
61	78	92
90	79	52
65	68	70
71	87	49
41	13	81
24	55	90
50	36	32
10	97	64
44	82	58
16	87	15
79	77	11
25	44	81
29	31	88
19	76	24
93	64	16
31	20	71
59	31	97
15	47	61
85	33	54
78	17	39
62	56	63
71	86	41
23	84	86
35	29	85
92	70	38
86	88	31
53	30	11
95	74	84
35	10	24
79	67	49
33	82	24
95	29	71
88	33	59
98	11	42
85	21	15
74	12	82
80	76	73
72	73	45
30	65	50
46	12	54
35	70	91
63	37	11
23	19	22
64	74	29
56	26	16
34	33	80
33	21	10
83	46	50
70	49	67
65	24	56
39	55	18
58	46	49
11	63	49
53	73	85
42	90	22
92	54	36
74	69	29
71	79	13
84	96	71
55	31	35
24	78	81
25	10	81
48	90	84
16	84	20
60	13	50
77	58	35
62	17	40
40	29	11
19	75	12
51	23	39
69	31	86
73	19	79
39	35	60
91	56	40
52	91	73
71	46	97
62	55	47
65	67	26
61	27	70
57	52	42
66	59	83
53	53	29
11	40	15
90	15	45
32	81	32
84	23	37
10	75	83
53	29	15
84	11	36
90	99	41
46	91	70
48	99	40
93	85	13
97	42	76
60	44	76
18	59	70
16	91	83
17	19	18
42	56	98
34	96	25
13	35	32
56	32	10
86	68	57
41	91	52
27	18	87
56	55	55
16	11	87
88	85	44
46	95	35
78	71	76
62	17	68
78	12	24
48	89	37
74	62	38
26	73	68
91	86	99
15	71	79
79	14	44
25	77	11
93	65	12
79	29	80
88	36	84
20	93	46
42	74	61
18	72	10
55	60	70
99	76	88
28	80	63
97	85	49
10	58	35
43	24	94
70	44	97
94	94	49
96	72	64
33	54	57
32	84	46
92	66	38
37	24	66
10	45	98
63	93	33
71	93	45
40	34	46
13	32	23
33	20	68
56	96	96
84	77	84
68	73	22
23	95	35
65	77	22
58	63	68
75	94	79
43	36	74
67	84	70
18	47	46
27	10	11
84	23	61
93	44	49
84	15	46
11	12	76
50	85	68
42	40	57
94	86	47
63	28	85
75	33	83
96	62	83
35	16	24
75	83	70
88	88	22
77	24	75
39	15	29
58	34	78
83	50	36
95	48	96
22	10	36
77	83	27
34	48	52
91	86	65
81	77	35
17	32	11
81	57	14
80	37	20
84	17	80
95	99	94
37	35	81
94	45	82
74	90	66
94	96	49
54	89	69
45	93	93
21	71	96
46	72	11
12	85	70
67	85	12
54	30	65
21	55	28
33	86	87
13	17	84
31	10	15
66	88	58
42	39	40
18	42	89
18	92	27
93	89	22
17	66	68
70	55	96
53	40	98
93	99	22
78	93	81
12	16	31
24	46	75
37	16	66
66	59	18
98	38	53
66	47	50
50	67	43
64	79	38
51	25	17
79	68	10
75	46	73
61	31	62
65	27	91
57	64	23
72	50	39
89	56	80
29	67	25
82	85	95
13	93	76
43	36	62
20	42	62
68	14	52
23	48	13
27	84	53
60	44	36
90	88	79
25	97	73
56	88	52
67	24	27
30	19	56
94	64	11
45	50	66
35	29	81
21	79	62
26	90	35
96	10	61
31	29	78
75	76	26
89	91	21
65	74	68
75	64	24
61	67	18
11	17	50
20	26	89
57	58	52
17	44	60
39	61	92
34	45	36
21	34	59
36	81	57
67	53	90
34	90	72
10	26	28
94	44	44
91	64	74
85	44	19
76	45	70
53	78	57
89	34	72
25	17	10
86	10	18
48	11	57
71	51	67
76	98	32
69	92	94
58	86	72
76	29	14
47	41	83
27	21	19
36	37	68
31	38	61
66	53	45
47	99	59
48	84	21
30	14	64
68	78	87
27	93	83
24	41	41
10	35	29
50	28	20
12	81	15
37	53	26
64	11	56
82	50	23
11	10	93
75	44	48
14	80	49
28	45	91
63	26	65
33	95	44
68	58	30
34	98	12
66	62	59
81	97	34
54	59	66
93	85	74
57	89	34
51	97	58
72	52	72
94	68	34
80	44	95
38	37	26
81	30	46
71	17	81
28	82	43
39	94	59
21	65	98
50	94	78
19	62	23
94	68	95
73	79	94
89	34	43
32	73	95
90	51	23
91	49	98
37	62	99
69	22	78
49	86	65
48	72	51
16	29	61
15	17	69
38	93	94
84	40	52
88	14	56
55	56	71
90	62	61
38	25	97
34	82	49
82	37	87
71	27	34
69	53	25
58	71	74
41	40	74
63	81	25
92	20	65
68	96	18
44	71	29
28	26	81
53	74	12
87	67	11
64	45	55
31	10	55
83	28	78
80	90	10
73	42	29
43	20	85
82	17	24
91	31	66
59	99	56
37	66	65
92	69	64
14	75	22
48	47	25
78	22	86
93	50	54
88	85	76
44	95	57
76	19	41
32	49	72
72	42	53
70	90	87
25	94	27
17	81	23
22	75	94
31	61	48
88	62	95
58	38	18
31	60	29
42	73	58
47	52	77
51	32	50
10	27	64
64	38	23
55	34	96
39	55	93
12	19	36
94	57	20
70	64	85
22	61	44
67	81	88
63	46	37
10	96	23
51	87	47
95	90	89
14	50	31
44	62	12
83	93	31
73	79	37
93	12	77
22	25	29
38	67	10
55	85	23
33	56	72
21	22	69
42	33	46
96	53	69
72	33	54
79	67	41
71	73	27
31	31	32
87	90	67
52	15	81
64	35	42
23	56	18
38	26	55
36	87	86
83	31	45
59	98	70
63	64	80
12	63	94
81	42	74
54	36	42
86	52	17
75	90	55
44	51	61
50	65	45
50	36	20
29	66	91
39	89	85
10	65	28
53	33	21
82	74	39
21	27	38
25	85	31
75	53	72
75	82	32
35	78	70
99	52	38
75	58	94
23	12	28
18	32	96
86	14	78
28	62	67
61	85	73
18	99	80
85	77	77
95	49	53
99	68	96
27	38	99
87	89	85
94	34	19
82	22	88
17	84	64
82	43	28
71	46	91
46	87	40
66	75	68
84	45	10
13	74	70
47	36	14
98	65	57
27	62	71
64	45	41
55	16	22
91	83	34
80	41	85
84	84	36
46	72	73
87	53	20
78	46	79
53	11	72
98	68	84
37	39	50
40	19	59
51	25	59
58	33	36
85	92	99
98	45	62
64	66	44
40	16	18
41	68	81
74	21	59
65	53	42
35	91	53
67	19	95
22	92	56
55	70	60
20	69	64
35	95	74
13	74	91
95	68	82
87	19	51
50	25	19
29	51	42
94	56	35
51	19	47
93	54	84
57	26	25
79	92	13
59	71	11
69	78	70
95	52	58
75	35	44
14	87	55
72	45	47
13	36	66
75	27	17
25	82	68
82	89	41
47	59	18
79	13	44
83	32	84
68	34	96
76	66	44
66	91	17
17	50	43
65	51	29
25	12	95
55	18	35
13	48	82
65	88	72
14	10	81
49	75	96
46	18	53
79	77	27
23	39	11
79	20	76
41	66	17
69	21	18
77	48	34
83	87	87
66	56	58
29	62	18
23	96	60
94	53	51
11	13	37
60	26	66
79	97	50
58	28	38
63	20	45
59	23	99
42	44	18
40	78	69
55	24	59
37	11	71
24	58	51
65	39	43
36	37	69
32	68	34
64	30	35
41	68	92
60	70	85
52	78	43
49	73	69
66	60	40
26	28	18
14	44	39
32	71	59
67	88	28
24	58	58
31	24	81
51	93	39
13	37	65
10	78	91
57	40	86
66	26	38
73	49	86
39	50	61
96	73	26
21	65	27
63	26	50
17	15	65
73	80	39
46	28	83
92	94	78
73	30	45
55	80	68
19	94	11
93	60	60
43	76	34
73	63	57
62	65	30
71	90	81
66	32	51
59	76	86
62	95	29
27	83	69
35	21	78
47	85	77
15	15	81
40	87	87
11	26	25
48	59	38
61	70	11
19	33	41
13	22	71
15	67	54
10	87	41
15	97	67
61	52	55
39	25	36
27	45	55
34	24	62
95	97	54
85	54	42
23	75	45
76	47	91
89	82	16
26	52	42
85	15	18
92	66	10
53	59	57
93	46	22
82	87	74
62	48	30
51	47	94
22	56	18
42	30	66
83	94	78
90	74	73
42	53	36
27	37	13
18	48	30
83	60	56
20	70	43
96	87	69
19	27	32
49	31	26
59	24	28
58	45	62
45	61	88
38	35	87
38	22	20
74	77	63
66	79	32
40	46	22
61	58	95
83	53	95
32	20	79
25	90	90
86	74	45
82	19	46
69	94	24
32	89	84
91	70	79
32	14	41
57	48	15
18	88	26
77	24	59
79	50	49
88	10	94
31	75	90
25	48	50
42	96	65
55	78	58
35	41	97
86	26	42
44	61	51
24	68	76
73	52	64
84	10	85
57	57	35
60	48	33
46	65	61
36	90	79
17	30	65
27	44	51
37	39	84
34	94	55
81	11	25
96	64	76
34	38	61
92	47	33
58	83	88
12	35	16
56	83	36
20	52	84
84	58	75
94	49	87
92	87	53
94	61	47
84	89	34
69	94	83
51	70	11
62	94	46
34	52	12
46	17	44
85	27	41
37	24	45
39	36	28
42	76	68
23	20	14
19	89	35
29	94	79
87	85	25
60	13	36
27	68	72
53	40	50
50	81	68
55	90	44
34	60	60
12	63	21
33	77	98
39	67	10
35	82	27
88	74	16
44	30	60
19	73	51
66	16	19
72	95	50
66	12	29
34	51	94
62	44	33
20	30	11
48	12	49
48	20	66
99	37	53
79	72	68
48	75	22
29	34	48
84	96	36
53	57	28
77	61	54
50	18	85
71	91	57
71	39	86
40	69	96
74	79	44
44	71	87
65	67	31
18	60	56
60	24	87
24	67	51
61	43	40
55	93	38
88	99	58
44	80	21
38	40	50
82	73	78
15	46	76
20	51	20
11	44	66
42	34	68
74	39	57
83	56	58
38	25	78
73	21	31
14	79	56
16	30	92
60	15	24
83	36	44
11	82	91
99	16	19
11	26	35
35	33	43
22	10	31
90	81	55
41	26	48
62	72	32
66	89	95
35	73	31
19	99	64
75	82	31
99	15	66
97	25	12
41	67	31
77	28	32
53	53	36
82	78	99
48	20	96
43	73	73
21	28	86
59	16	36
82	69	47
42	67	15
22	55	54
32	51	59
97	58	57
97	24	24
53	75	91
85	13	45
55	42	85
79	89	47
21	17	63
21	49	53
30	82	42
80	16	32
17	79	24
46	11	33
23	93	70
37	97	96
43	11	34
40	36	90
62	22	99
89	28	78
70	30	28
91	48	55
41	60	95
99	23	16
58	59	71
77	40	26
98	21	94
30	75	27
66	23	59
56	18	78
98	57	48
71	74	79
97	78	32
92	15	91
25	91	78
52	14	95
31	65	63
54	69	41
67	90	50
16	31	60
79	54	40
14	93	32
94	47	37
45	26	97
15	84	37
15	14	10
11	93	24
28	48	13
36	59	78
25	93	51
51	59	64
56	14	40
78	51	63
87	13	98
28	87	54
59	41	62
93	86	71
10	32	39
68	97	48
30	36	69
23	19	64
17	10	97
76	69	59
36	86	71
84	92	20
70	42	41
64	54	72
23	85	92
75	64	42
46	33	51
22	11	66
30	71	11
32	23	87
90	33	27
53	50	98
94	30	61
42	93	12
46	14	12
86	50	10
78	46	58
64	23	23
12	16	24
93	52	78
98	13	77
51	12	45
77	77	62
83	35	54
69	80	94
63	99	34
19	85	89
47	72	56
85	60	92
14	12	64
22	56	97
53	25	58
66	10	47
35	75	86
58	56	91
14	29	60
53	34	69
90	31	52
85	38	12
79	88	65
98	79	55
98	74	34
38	94	50
84	76	71
42	96	32
47	22	20
78	52	14
24	51	29
98	70	40
69	91	86
61	66	33
41	74	43
12	95	31
77	76	32
49	22	53
32	93	76
28	38	98
58	31	20
86	64	81
83	16	84
32	75	87
41	88	38
86	57	63
60	84	58
90	81	75
29	40	27
23	15	36
28	17	92
79	17	13
57	67	32
96	34	36
69	66	55
65	10	68
48	12	10
81	80	39
91	74	35
98	18	52
81	60	72
17	22	80
75	86	60
77	82	59
92	13	12
33	75	24
28	70	63
36	32	56
66	28	52
92	37	51
67	25	19
90	12	85
82	58	90
18	47	28
96	25	58
76	32	60
89	69	78
83	83	89
12	40	70
27	25	72
60	41	31
48	63	35
33	52	66
56	23	53
98	36	86
71	10	24
13	98	12
51	25	16
59	80	15
20	91	75
92	62	40
84	86	31
54	32	81
75	48	35
17	93	33
99	62	87
19	13	28
42	49	23
99	99	30
67	52	40
88	89	72
48	96	11
43	23	49
67	69	29
88	51	81
73	30	80
92	99	24
33	51	45
17	78	49
52	88	72
99	61	67
31	61	26
78	64	92
15	40	40
64	64	27
49	80	24
12	69	33
40	89	15
25	67	95
46	99	12
65	17	74
12	97	98
18	35	87
73	47	69
37	27	64
97	92	17
54	11	13
15	80	61
10	73	46
70	70	33
79	72	65
46	93	32
67	32	96
39	74	22
22	16	96
45	73	56
68	45	77
44	92	76
25	69	39
93	29	92
52	22	53
81	24	60
97	47	68
58	95	86
38	56	29
45	87	65
29	60	25
70	99	73
32	93	56
70	22	32
38	19	35
97	97	77
44	52	88
92	51	85
53	33	25
75	67	56
58	31	30
19	17	11
78	35	20
57	86	38
55	78	99
28	91	63
40	29	85
65	23	69
17	13	48
78	79	15
91	53	79
78	99	36
66	83	52
88	57	35
23	93	83
58	85	86
16	95	62
92	65	89
22	79	62
69	47	21
96	38	50
86	38	67
91	33	24
26	42	43
54	18	38
81	92	52
59	84	72
72	13	64
83	57	92
41	41	17
40	16	47
38	54	22
53	86	91
19	52	69
56	63	12
20	65	90
71	99	68
67	42	97
13	65	21
85	80	19
79	35	64
46	69	16
60	56	45
93	29	57
55	27	42
61	82	63
53	36	46
46	42	42
38	36	85
40	41	94
27	45	10
97	67	45
80	31	82
22	60	87
92	72	48
39	60	63
84	95	40
54	37	74
44	87	40
22	31	26
92	38	67
27	57	11
35	62	59
32	75	55
91	47	91
44	13	88
82	20	64
33	48	85
30	50	23
77	77	14
52	30	80
34	48	14
89	61	21
89	42	13
38	66	85
84	63	60
61	70	60
82	42	58
46	83	79
56	34	62
70	14	14
13	79	39
73	76	40
73	60	90
57	16	11
19	78	50
90	95	71
91	80	22
83	33	80
10	54	74
97	62	45
15	20	87
35	43	49
51	23	58
43	11	95
13	80	76
49	95	24
98	65	89
41	44	79
40	19	49
60	19	20
82	63	45
24	10	14
27	82	43
70	45	77
81	63	48
87	60	90
66	97	38
33	77	81
70	62	66
99	78	32
59	13	69
14	40	95
51	50	67
54	26	52
91	86	81
53	32	18
48	69	11
37	69	60
47	21	84
10	10	70
49	51	72
10	35	44
58	46	19
88	12	57
28	94	67
46	40	98
36	84	12
45	47	72
75	43	53
14	31	34
28	80	92
85	81	78
83	75	14
22	31	85
39	15	64
55	87	11
62	42	54
47	32	94
97	54	77
67	44	13
71	16	24
36	76	23
80	45	91
47	57	19
63	90	67
77	58	56
66	13	20
95	42	60
87	42	27
77	92	26
93	54	95
54	81	48
57	63	71
45	96	62
72	55	63
28	63	93
48	34	16
56	15	18
33	59	69
47	58	40
29	76	12
70	52	15
97	38	77
55	70	76
23	22	96
65	46	26
63	20	41
29	35	17
11	92	36
74	18	84
59	91	85
16	17	14
24	48	19
88	69	95
64	12	14
86	43	13
63	55	57
71	82	14
79	57	85
70	61	37
59	25	81
83	29	76
83	92	39
17	75	42
47	37	64
13	44	51
20	12	13
95	90	54
64	45	79
82	54	66
62	45	99
38	16	73
30	37	58
23	68	15
82	54	27
59	98	87
42	83	48
23	22	22
20	70	51
71	38	94
74	60	35
65	44	82
79	51	64
46	84	66
57	93	56
51	46	97
86	37	13
78	44	87
19	75	31
80	45	10
44	12	34
13	12	21
17	29	71
46	17	82
88	80	75
59	58	21
99	24	81
81	56	52
62	57	40
76	58	47
95	49	55
88	18	14
35	61	92
68	91	46
13	62	60
86	60	11
76	76	61
37	91	82
20	23	99
76	33	38
12	14	88
59	37	70
97	36	47
73	57	79
23	39	29
44	23	64
92	63	94
95	49	60
28	56	20
19	23	97
34	91	97
69	55	44
96	87	18
31	38	13
21	53	89
93	82	49
23	37	79
30	56	24
62	84	68
